date,observed,predicted
2014-09-01,-45.94983281291099,-44.41451
2014-09-02,-70.2887401271302,-70.322784
2014-09-03,-132.14469721995212,-132.37376
2014-09-04,-197.25293835570585,-193.34871
2014-09-05,-183.98022113360838,-178.74062
2014-09-06,-126.88586073379822,-128.87366
2014-09-07,-102.71977153128582,-103.61765
2014-09-08,-70.62891594998061,-69.5854
2014-09-09,-71.23037907682824,-71.72372
2014-09-10,-94.84075044957507,-93.809326
2014-09-11,-112.96646342153701,-114.65942
2014-09-12,-106.69416196024102,-103.187164
2014-09-13,-95.29789644113914,-94.927475
2014-09-14,-85.2742928943986,-83.746056
2014-09-15,-55.29525391095954,-55.379143
2014-09-16,-29.261723745755244,-27.422298
2014-09-17,-34.38215251769232,-12.97578
2014-09-18,-11.173042166446884,-9.981636
2014-09-19,4.457568845380829,5.4203143
2014-09-20,8.981197715535057,6.681177
2014-09-21,7.917539974703412,9.030141
2014-09-22,12.148378757879497,15.719146
2014-09-23,45.24715421402339,43.46482
2014-09-24,53.6598417854977,54.476692
2014-09-25,55.13341191179348,56.37495
2014-09-26,56.9374507221006,57.359715
2014-09-27,54.19546338770581,53.20216
2014-09-28,63.31303582027335,63.4186
2014-09-29,47.71370106225763,57.521763
2014-09-30,70.33383633490439,68.9651
2014-10-01,70.65196531754009,60.327835
2014-10-02,61.23424047212034,61.216232
2014-10-03,54.41978938374643,53.09633
2014-10-04,65.39737949616489,32.964886
2014-10-05,69.89204952431187,12.065598
2014-10-06,68.45202039169718,20.097141
2014-10-07,36.79646586518841,36.565754
2014-10-08,21.356960088092872,14.073862
2014-10-09,12.690504143403311,-11.809229
2014-10-10,-8.08674399866812,-4.4678907
2014-10-11,30.869145254070943,27.693844
2014-10-12,20.78361546386156,20.419714
2014-10-13,26.317597443555933,25.292412
2014-10-14,-20.986434467458192,-19.203539
2014-10-15,-4.380212054230637,-7.558101
2014-10-16,-43.887904759979996,-40.634113
2014-10-17,-43.97887489788748,-41.884167
2014-10-18,-12.390259783546885,-16.23398
2014-10-19,4.13555706980486,2.926838
2014-10-20,2.2998408157755392,3.066079
2014-10-21,15.380625025886799,13.607093
2014-10-22,16.045945794987357,15.772971
2014-10-23,-33.864195179102104,-31.736553
2014-10-24,-51.73861115828454,-14.138568
2014-10-25,-29.41035801420218,-24.913023
2014-10-26,-3.8216926776412614,-5.292525
2014-10-27,15.373092230711466,9.797905
2014-10-28,14.965980296828198,15.973371
2014-10-29,25.988617640723344,23.726074
2014-10-30,7.3355714151474265,7.9578547
2014-10-31,49.09004883720563,45.472168
2014-11-01,46.81839124416863,45.352318
2014-11-02,48.832421842284525,48.208035
2014-11-03,52.65793222978787,52.837135
2014-11-04,63.96380494798931,64.05591
2014-11-05,74.93616157088051,69.612175
2014-11-06,67.2987774179007,67.21764
2014-11-07,73.44018033302376,71.675385
2014-11-08,80.25927860193475,76.58365
2014-11-09,58.15708423682421,53.280087
2014-11-10,54.475407854093504,54.794518
