date,observed,predicted
2014-04-07,-10.01346038822475,-8.822082
2014-04-08,-1.489588507706349,-2.0321033
2014-04-08,-1.5117214504635184,-1.7409887
2014-04-09,-2.610368817453623,-2.7426703
2014-04-10,-4.080756814066462,-3.873898
2014-04-11,-3.3859226887558034,-3.26032
2014-04-11,-3.4168748536651106,-2.7416277
2014-04-12,-2.7271769616847403,-2.7630217
2014-04-13,-15.437958083601657,-13.629762
2014-04-14,-3.4986669774875843,-4.4934464
2014-04-15,1.946548176493173,-1.9755942
2014-04-16,-4.277282363018327,-3.9821384
2014-04-17,-23.264178325290548,-4.7856555
2014-04-18,-10.33603087988466,-10.06174
2014-04-19,-5.691282367159578,-5.6713314
2014-04-20,-7.537853843417981,-5.8009396
2014-04-21,-2.5147140297014396,-2.1791637
2014-04-21,-2.5352254108120507,-1.9691124
2014-04-22,-1.4738381047149365,-0.56743246
2014-04-23,-2.2409611773489178,-1.0992631
2014-04-24,-1.1676336773690132,-0.7280475
2014-04-25,3.19122479350437,1.7484244
2014-04-26,2.446756742110696,2.566972
2014-04-27,1.3299427437245053,0.714264
2014-04-28,6.062482325451377,4.926627
2014-04-28,6.402901132999906,4.835109
2014-04-30,7.833890909598732,6.6193423
2014-05-01,5.620711224457963,5.260931
2014-05-02,1.227119933479001,1.3878725
2014-05-03,-5.720857136511281,-2.8691766
2014-05-04,4.831751601722222,3.8351448
2014-05-05,4.445652912506776,3.0776901
2014-05-06,8.781395855981783,5.5848045
2014-05-07,-11.216381245556795,0.08218987
2014-05-08,-4.347040664872331,-1.9871137
2014-05-09,4.001915888186512,3.9298973
2014-05-10,11.217527530384503,3.195168
2014-05-11,0.6804511945332802,-0.23250863
2014-05-12,-3.347695060854729,-2.8986518
2014-05-13,-9.908172484239739,-6.794725
2014-05-14,2.078215958040709,2.0545375
2014-05-15,3.5134798732541883,3.0047717
2014-05-16,0.5824265937179856,1.628289
2014-05-17,7.467630356314884,0.5550134
2014-05-18,-3.462274477540858,-1.8234285
2014-05-19,5.614083755780145,5.9504895
2014-05-20,14.221657644222093,12.103918
2014-05-21,12.037898989061404,11.824489
2014-05-22,12.77596680587508,11.875516
2014-05-23,4.802489591481147,6.007467
2014-05-24,0.05883300422206388,1.456539
2014-05-25,-6.507058453763682,-5.911702
2014-05-26,3.6538503847812995,2.6115243
2014-05-27,9.431888184108852,7.9949336
2014-05-28,7.24467294232482,7.6527305
2014-05-29,13.024179880247816,10.967706
2014-05-30,-39.85882372522414,-16.136023
2014-05-31,10.312832129542267,7.6512837
2014-06-01,-10.90650968784518,-0.54182774
2014-06-02,4.827015463250781,5.3634133
2014-06-03,7.368564574919017,8.4769125
2014-06-04,10.643158662237017,9.494668
2014-06-05,10.712295131923476,11.011362
2014-06-06,12.931064357655597,10.610166
2014-06-07,13.271910407841418,13.374972
2014-06-08,13.642913420177255,6.3174167
2014-06-09,15.079250809870663,13.836605
2014-06-10,5.601224262183863,9.491563
2014-06-11,13.309605666548679,13.190796
2014-06-12,14.346855644177817,13.977725
2014-06-13,14.018606331631588,11.442404
2014-06-14,17.71529378737195,16.487986
2014-06-15,8.455425554252114,8.563127
2014-06-16,10.261122741511057,11.525547
2014-06-17,21.405174060488964,17.348473
2014-06-18,10.079283958659351,11.825316
2014-06-19,10.435436727338173,12.806687
2014-06-20,20.73063581843647,18.211016
2014-06-21,18.024201362844995,16.076996
2014-06-22,2.7077450834671484,4.10606
2014-06-23,14.039310845907893,12.646059
2014-06-24,13.916823676925837,13.549586
2014-06-25,18.09087985078382,16.471724
2014-06-26,21.97304150149809,18.223835
2014-06-27,22.066834002651692,14.401898
2014-06-28,21.112614398364084,11.349085
2014-06-29,8.964659214193459,9.03981
2014-06-30,16.484199681710702,14.464386
2014-07-01,-2.3617925136372877,1.2041601
2014-07-02,7.648258455921994,9.0738535
2014-07-03,17.119329621895645,15.642786
2014-07-04,18.106913690908613,15.871894
2014-07-05,16.372830373471558,15.186847
2014-07-06,2.2872568362866263,2.2176201
2014-07-07,11.979396514306021,9.03966
2014-07-08,13.065163782300647,11.629405
2014-07-09,14.117890927862215,14.164634
2014-07-10,19.627410853113485,17.64445
2014-07-10,19.382863189849225,18.286713
2014-07-11,17.702443525212765,14.304198
2014-07-12,9.110498815712237,10.87515
2014-07-13,2.397607866717731,2.872505
2014-07-14,11.696844448247939,10.274529
2014-07-15,3.4916208302919802,3.6577568
2014-07-16,-14.39647958300186,-8.1145115
2014-07-17,5.283171205772413,4.858534
2014-07-18,-10.301202488622186,-9.173014
2014-07-19,-17.560556288553443,-11.498798
2014-07-20,-9.486386782274412,-10.197129
2014-07-21,2.2042187643527313,1.8426249
2014-07-22,5.1295506917106755,4.8833528
2014-07-23,3.6452769764236908,3.4160352
2014-07-24,5.495120900608358,3.4696069
2014-07-25,5.86232922077188,4.076029
2014-07-26,1.765690012859887,3.7685416
2014-07-27,-0.11277643157272207,0.15625654
2014-07-28,2.854263081847151,3.1279075
2014-07-29,6.217387978449718,3.0126336
2014-07-30,5.442686694327051,4.7582545
2014-07-31,-1.6901880826368931,-0.5198543
2014-08-01,-12.50868976344866,-7.2122564
2014-08-02,4.99950009286378,5.0969806
2014-08-03,1.2499076994595404,2.5873978
2014-08-04,5.736071969559018,5.80447
2014-08-05,7.211898873485445,6.6290917
2014-08-06,14.97451083705545,9.592233
2014-08-07,4.514707384741939,5.1820426
2014-08-08,3.3842248729167625,4.335511
2014-08-09,10.477371817309397,8.984689
2014-08-10,0.35919727050965766,1.3383843
2014-08-11,8.207386549488216,6.751753
