Date,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Daman and Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,AMNSIL,Damodar Valley Corporation,Total
2014-04-16,,1600.0,25.0,225.0,300.0,0.0,64.0,3.0,1.0,1.0,102.0,0.0,18.0,0.0,100.0,0.0,300.0,0.0,,30.0,171.0,10.0,13.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,782.0,,0.0,2460.0,205.0,105.0,2.0,0.0,6524.0
2014-04-17,,1200.0,6.0,142.0,0.0,0.0,49.0,0.0,0.0,0.0,120.0,0.0,218.0,0.0,100.0,0.0,400.0,30.0,,0.0,204.0,9.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,899.0,,0.0,1680.0,75.0,112.0,0.0,0.0,5255.0
2014-04-18,,1000.0,2.0,220.0,200.0,0.0,56.0,1.0,1.0,3.0,121.0,70.0,9.0,0.0,100.0,0.0,400.0,0.0,,12.0,136.0,2.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,835.0,,4.0,1510.0,75.0,83.0,1.0,48.0,4902.0
2014-04-19,,1000.0,5.0,223.0,0.0,0.0,58.0,2.0,1.0,0.0,101.0,21.0,152.0,0.0,100.0,0.0,300.0,0.0,,18.0,143.0,15.0,11.0,2.0,3.0,0.0,0.0,0.0,28.0,0.0,716.0,,1.0,1470.0,155.0,0.0,1.0,0.0,4526.0
2014-04-20,,1500.0,2.0,147.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,100.0,0.0,350.0,0.0,,0.0,187.0,1.0,3.0,9.0,1.0,0.0,0.0,0.0,28.0,0.0,703.0,,1.0,1925.0,0.0,0.0,0.0,0.0,5031.0
2014-04-21,,1000.0,1.0,205.0,200.0,0.0,58.0,2.0,1.0,0.0,1.0,16.0,261.0,0.0,100.0,34.0,300.0,75.0,,15.0,283.0,5.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1345.0,,11.0,1955.0,75.0,53.0,1.0,0.0,6007.0
2014-04-21,,1000.0,1.0,205.0,200.0,0.0,58.0,2.0,1.0,0.0,1.0,16.0,261.0,0.0,100.0,34.0,300.0,75.0,,15.0,283.0,5.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1345.0,,11.0,1955.0,75.0,53.0,1.0,0.0,6007.0
2014-04-22,,1000.0,3.0,156.0,0.0,0.0,55.0,1.0,0.0,0.0,1.0,17.0,0.0,0.0,100.0,0.0,450.0,150.0,,11.0,117.0,1.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1466.0,,1.0,2195.0,145.0,55.0,1.0,0.0,5939.0
2014-04-23,,2000.0,2.0,111.0,300.0,0.0,70.0,4.0,2.0,0.0,3.0,69.0,563.0,0.0,100.0,0.0,400.0,125.0,,44.0,167.0,4.0,7.0,1.0,3.0,0.0,0.0,350.0,0.0,0.0,894.0,,14.0,1965.0,210.0,130.0,2.0,0.0,7540.0
2014-04-24,,1600.0,4.0,125.0,400.0,0.0,61.0,2.0,1.0,31.0,121.0,21.0,226.0,0.0,100.0,0.0,400.0,50.0,,23.0,78.0,3.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,383.0,,5.0,2395.0,210.0,50.0,1.0,0.0,6305.0
2014-04-25,,1800.0,2.0,246.0,100.0,0.0,175.0,2.0,1.0,0.0,61.0,13.0,511.0,0.0,100.0,0.0,450.0,150.0,,16.0,182.0,3.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,773.0,,1.0,2665.0,160.0,56.0,1.0,0.0,7485.0
2014-04-26,,1500.0,5.0,227.0,100.0,0.0,72.0,4.0,2.0,0.0,22.0,67.0,0.0,0.0,100.0,0.0,400.0,150.0,,48.0,297.0,18.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,673.0,,16.0,1945.0,75.0,57.0,2.0,0.0,5793.0
2014-04-27,,1000.0,1.0,178.0,150.0,0.0,59.0,2.0,1.0,0.0,11.0,28.0,0.0,0.0,100.0,198.0,300.0,0.0,,22.0,186.0,14.0,21.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,676.0,,5.0,1295.0,75.0,0.0,1.0,0.0,4335.0
2014-04-28,,1500.0,2.0,248.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,22.0,53.0,0.0,100.0,0.0,400.0,250.0,,0.0,183.0,7.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1275.0,,2.0,1645.0,85.0,59.0,0.0,0.0,5893.0
2014-04-28,,600.0,2.0,274.0,100.0,0.0,49.0,0.0,0.0,0.0,0.0,9.0,71.0,0.0,100.0,105.0,450.0,150.0,,0.0,84.0,9.0,2.0,5.0,5.0,0.0,0.0,0.0,339.0,0.0,1500.0,,27.0,1910.0,75.0,46.0,0.0,0.0,5912.0
2014-04-30,,1000.0,2.0,145.0,0.0,0.0,61.0,2.0,1.0,0.0,2.0,42.0,0.0,0.0,100.0,0.0,1400.0,763.0,,27.0,181.0,5.0,29.0,6.0,2.0,0.0,0.0,0.0,1189.0,0.0,75.0,,11.0,1680.0,90.0,49.0,1.0,0.0,6863.0
2014-05-01,,0.0,9.0,276.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,300.0,0.0,,0.0,76.0,11.0,9.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,681.0,,7.0,1550.0,75.0,23.0,0.0,0.0,3181.0
2014-05-02,,800.0,2.0,128.0,300.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,600.0,75.0,,0.0,55.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1145.0,,2.0,1350.0,75.0,0.0,0.0,0.0,4692.0
2014-05-03,,1200.0,6.0,173.0,200.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,600.0,75.0,,0.0,39.0,21.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0,,4.0,1400.0,0.0,0.0,0.0,0.0,4658.0
2014-05-04,,800.0,6.0,8.0,200.0,0.0,53.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0,300.0,0.0,,8.0,48.0,5.0,14.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,657.0,,2.0,1710.0,0.0,52.0,1.0,0.0,3977.0
2014-05-05,,500.0,4.0,113.0,500.0,0.0,54.0,1.0,0.0,0.0,51.0,17.0,0.0,0.0,100.0,0.0,300.0,75.0,,10.0,671.0,6.0,17.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,795.0,,2.0,1700.0,0.0,2.0,1.0,100.0,5033.0
2014-05-06,,500.0,8.0,269.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,100.0,0.0,400.0,75.0,,2.0,594.0,2.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,745.0,,3.0,1400.0,0.0,0.0,0.0,0.0,4174.0
2014-05-07,,1000.0,25.0,279.0,200.0,0.0,53.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,100.0,0.0,450.0,75.0,,10.0,110.0,18.0,9.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,743.0,,11.0,1550.0,0.0,0.0,1.0,0.0,4659.0
2014-05-08,,0.0,3.0,223.0,200.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,159.0,9.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,690.0,,71.0,830.0,155.0,0.0,0.0,0.0,2503.0
2014-05-09,,0.0,2.0,224.0,400.0,0.0,57.0,2.0,1.0,0.0,1.0,37.0,307.0,0.0,100.0,0.0,400.0,150.0,,19.0,175.0,10.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,781.0,,16.0,1830.0,75.0,0.0,1.0,0.0,4605.0
2014-05-10,,600.0,1.0,175.0,400.0,0.0,60.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,100.0,0.0,400.0,150.0,,24.0,175.0,3.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,785.0,,7.0,1550.0,75.0,9.0,2.0,0.0,4535.0
2014-05-11,,500.0,2.0,202.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,300.0,150.0,,0.0,74.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,773.0,,1.0,1370.0,35.0,0.0,0.0,0.0,3563.0
2014-05-12,,1500.0,2.0,219.0,300.0,0.0,49.0,0.0,0.0,14.0,0.0,23.0,203.0,0.0,100.0,67.0,800.0,580.0,,0.0,176.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,765.0,,12.0,1370.0,0.0,5.0,0.0,0.0,6194.0
2014-05-13,,1000.0,2.0,286.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,400.0,550.0,,5.0,588.0,4.0,3.0,4.0,7.0,0.0,10.0,0.0,0.0,0.0,761.0,,3.0,2015.0,0.0,0.0,0.0,0.0,5789.0
2014-05-14,,500.0,3.0,249.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,100.0,0.0,700.0,450.0,,5.0,359.0,2.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,793.0,,23.0,1715.0,75.0,0.0,0.0,0.0,5163.0
2014-05-15,,600.0,3.0,308.0,0.0,0.0,71.0,5.0,2.0,0.0,3.0,52.0,0.0,10.0,100.0,205.0,500.0,150.0,,51.0,177.0,7.0,8.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,732.0,,33.0,2720.0,155.0,11.0,3.0,0.0,5918.0
2014-05-16,,1000.0,5.0,291.0,300.0,0.0,65.0,3.0,1.0,0.0,2.0,57.0,321.0,17.0,100.0,0.0,550.0,150.0,,36.0,336.0,9.0,8.0,6.0,3.0,0.0,0.0,25.0,0.0,0.0,782.0,,25.0,2775.0,70.0,8.0,2.0,0.0,6947.0
2014-05-17,,1500.0,6.0,228.0,400.0,0.0,69.0,4.0,1.0,0.0,3.0,62.0,151.0,0.0,100.0,0.0,400.0,75.0,,44.0,524.0,8.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,791.0,,15.0,2925.0,75.0,21.0,3.0,45.0,7463.0
2014-05-18,,400.0,10.0,238.0,500.0,0.0,58.0,2.0,1.0,7.0,1.0,22.0,0.0,0.0,100.0,0.0,300.0,75.0,,21.0,234.0,6.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,694.0,,35.0,1900.0,75.0,17.0,1.0,0.0,4714.0
2014-05-19,,600.0,6.0,296.0,200.0,0.0,100.0,4.0,1.0,0.0,2.0,47.0,339.0,0.0,100.0,0.0,350.0,150.0,,37.0,709.0,5.0,9.0,5.0,6.0,0.0,30.0,0.0,0.0,0.0,1453.0,,29.0,2135.0,75.0,41.0,1.0,40.0,6770.0
2014-05-20,,1500.0,8.0,286.0,150.0,0.0,62.0,3.0,1.0,0.0,2.0,32.0,288.0,0.0,100.0,0.0,400.0,150.0,,427.0,675.0,16.0,6.0,3.0,4.0,150.0,0.0,0.0,0.0,0.0,766.0,,34.0,1935.0,75.0,9.0,2.0,150.0,7234.0
2014-05-21,,1000.0,10.0,262.0,0.0,0.0,52.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0,300.0,75.0,,8.0,661.0,6.0,14.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,675.0,,35.0,2285.0,75.0,44.0,1.0,0.0,5615.0
2014-05-22,,500.0,13.0,348.0,0.0,0.0,236.0,4.0,2.0,0.0,3.0,25.0,0.0,0.0,100.0,0.0,300.0,500.0,,47.0,788.0,2.0,33.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,658.0,,56.0,2415.0,75.0,0.0,3.0,0.0,6124.0
2014-05-23,,600.0,17.0,340.0,100.0,0.0,70.0,4.0,1.0,6.0,3.0,16.0,0.0,18.0,100.0,0.0,400.0,450.0,,46.0,714.0,11.0,6.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,725.0,,75.0,1885.0,0.0,5.0,3.0,0.0,5617.0
2014-05-24,,250.0,30.0,407.0,100.0,0.0,61.0,3.0,1.0,0.0,2.0,16.0,0.0,0.0,100.0,77.0,450.0,450.0,,459.0,751.0,20.0,6.0,25.0,29.0,0.0,0.0,0.0,0.0,0.0,770.0,,46.0,1295.0,75.0,0.0,2.0,60.0,5485.0
2014-05-25,,1500.0,16.0,359.0,450.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,300.0,400.0,,0.0,151.0,20.0,5.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,686.0,,5.0,985.0,75.0,14.0,0.0,0.0,5130.0
2014-05-26,,3800.0,16.0,314.0,540.0,0.0,53.0,1.0,0.0,4.0,1.0,12.0,0.0,0.0,100.0,0.0,400.0,150.0,,10.0,558.0,15.0,19.0,5.0,10.0,0.0,30.0,0.0,0.0,0.0,778.0,,45.0,1685.0,75.0,26.0,1.0,0.0,8648.0
2014-05-27,,800.0,2.0,301.0,200.0,0.0,53.0,1.0,0.0,4.0,71.0,12.0,0.0,0.0,100.0,0.0,300.0,300.0,,10.0,45.0,4.0,38.0,14.0,9.0,0.0,20.0,0.0,0.0,0.0,716.0,,66.0,1885.0,75.0,20.0,1.0,0.0,5047.0
2014-05-28,,1000.0,4.0,336.0,200.0,0.0,209.0,2.0,1.0,90.0,48.0,25.0,0.0,0.0,100.0,0.0,450.0,200.0,,144.0,533.0,18.0,35.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0,668.0,,58.0,2030.0,75.0,51.0,1.0,0.0,6315.0
2014-05-29,,1500.0,3.0,325.0,0.0,0.0,124.0,5.0,2.0,0.0,45.0,79.0,0.0,0.0,100.0,0.0,300.0,300.0,,352.0,538.0,3.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,660.0,,75.0,2030.0,75.0,0.0,3.0,0.0,6533.0
2014-05-30,,1000.0,27.0,324.0,0.0,0.0,325.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,100.0,0.0,300.0,250.0,,2.0,403.0,3.0,40.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,670.0,,32.0,0.0,0.0,0.0,0.0,0.0,3552.0
2014-05-31,,1000.0,14.0,283.0,300.0,0.0,59.0,2.0,1.0,0.0,61.0,29.0,0.0,0.0,100.0,0.0,550.0,200.0,,22.0,803.0,5.0,29.0,9.0,11.0,0.0,40.0,0.0,0.0,0.0,680.0,,38.0,280.0,0.0,0.0,1.0,40.0,4557.0
2014-06-01,,100.0,12.0,132.0,400.0,0.0,63.0,3.0,1.0,0.0,2.0,42.0,0.0,0.0,100.0,0.0,450.0,180.0,,36.0,611.0,6.0,12.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,1735.0,40.0,0.0,2.0,0.0,3982.0
2014-06-02,,200.0,8.0,219.0,300.0,0.0,59.0,2.0,1.0,0.0,1.0,24.0,0.0,0.0,100.0,0.0,0.0,750.0,,24.0,609.0,10.0,23.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,17.0,1990.0,75.0,15.0,2.0,0.0,4638.0
2014-06-03,,1200.0,8.0,280.0,500.0,0.0,76.0,6.0,2.0,0.0,34.0,0.0,0.0,0.0,100.0,0.0,400.0,750.0,,690.0,896.0,9.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,1935.0,500.0,29.0,2390.0,75.0,333.0,4.0,190.0,10436.0
2014-06-04,,1500.0,5.0,305.0,400.0,0.0,128.0,3.0,1.0,0.0,37.0,0.0,0.0,0.0,100.0,0.0,300.0,750.0,,591.0,679.0,5.0,13.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1990.0,75.0,0.0,2.0,0.0,6936.0
2014-06-05,,400.0,9.0,243.0,200.0,0.0,286.0,2.0,1.0,28.0,36.0,33.0,0.0,0.0,100.0,0.0,300.0,700.0,,26.0,748.0,13.0,18.0,7.0,6.0,0.0,0.0,0.0,388.0,0.0,0.0,500.0,40.0,1925.0,75.0,0.0,2.0,0.0,6086.0
2014-06-06,,500.0,12.0,276.0,0.0,0.0,71.0,4.0,2.0,0.0,73.0,77.0,0.0,0.0,100.0,0.0,300.0,650.0,,49.0,536.0,22.0,7.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,13.0,1625.0,75.0,18.0,3.0,0.0,4510.0
2014-06-07,,500.0,14.0,220.0,0.0,0.0,63.0,3.0,1.0,0.0,52.0,51.0,0.0,0.0,100.0,0.0,300.0,650.0,,32.0,277.0,15.0,19.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,52.0,1790.0,75.0,0.0,2.0,0.0,4727.0
2014-06-08,,500.0,8.0,152.0,100.0,0.0,58.0,2.0,1.0,0.0,61.0,12.0,0.0,0.0,100.0,0.0,400.0,450.0,,22.0,139.0,5.0,34.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.0,1690.0,0.0,7.0,1.0,0.0,3946.0
2014-06-09,,100.0,6.0,186.0,200.0,0.0,66.0,4.0,1.0,57.0,2.0,53.0,0.0,0.0,100.0,0.0,0.0,575.0,,41.0,750.0,8.0,9.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,41.0,2135.0,75.0,0.0,3.0,0.0,5825.0
2014-06-10,,500.0,7.0,272.0,400.0,0.0,76.0,6.0,2.0,0.0,3.0,76.0,0.0,0.0,100.0,0.0,400.0,500.0,,62.0,830.0,7.0,16.0,14.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,2000.0,23.0,1785.0,75.0,0.0,3.0,200.0,7397.0
2014-06-11,,400.0,13.0,271.0,750.0,0.0,382.0,2.0,1.0,43.0,71.0,20.0,0.0,0.0,100.0,48.0,400.0,700.0,,19.0,473.0,9.0,3.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,15.0,1450.0,0.0,70.0,1.0,120.0,5887.0
2014-06-12,,500.0,7.0,263.0,100.0,0.0,228.0,4.0,2.0,0.0,72.0,49.0,0.0,0.0,100.0,0.0,800.0,650.0,,39.0,637.0,4.0,17.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,55.0,1450.0,0.0,42.0,3.0,150.0,5683.0
2014-06-13,,500.0,7.0,282.0,150.0,0.0,72.0,5.0,2.0,0.0,3.0,89.0,0.0,0.0,100.0,86.0,500.0,700.0,,53.0,246.0,16.0,5.0,13.0,23.0,0.0,45.0,0.0,0.0,0.0,565.0,350.0,27.0,1450.0,0.0,14.0,3.0,0.0,5306.0
2014-06-14,,400.0,6.0,272.0,0.0,0.0,63.0,3.0,1.0,0.0,27.0,40.0,0.0,0.0,100.0,0.0,450.0,700.0,,33.0,263.0,11.0,30.0,6.0,7.0,0.0,40.0,0.0,0.0,0.0,0.0,500.0,49.0,1740.0,75.0,0.0,2.0,0.0,4818.0
2014-06-15,,200.0,18.0,211.0,0.0,0.0,56.0,1.0,1.0,0.0,17.0,11.0,0.0,0.0,100.0,0.0,300.0,500.0,,15.0,100.0,16.0,37.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,42.0,1450.0,0.0,0.0,1.0,0.0,3506.0
2014-06-16,,500.0,11.0,254.0,0.0,0.0,64.0,3.0,1.0,0.0,2.0,88.0,0.0,0.0,100.0,0.0,1100.0,700.0,,89.0,112.0,13.0,28.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,54.0,1690.0,75.0,22.0,2.0,0.0,5529.0
2014-06-17,,800.0,8.0,456.0,0.0,0.0,77.0,7.0,3.0,0.0,4.0,77.0,13.0,0.0,100.0,0.0,900.0,650.0,,63.0,180.0,9.0,18.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,46.0,1745.0,0.0,14.0,3.0,0.0,5787.0
2014-06-18,,500.0,13.0,282.0,500.0,0.0,267.0,5.0,2.0,0.0,3.0,76.0,13.0,0.0,100.0,0.0,550.0,550.0,,50.0,216.0,6.0,18.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,55.0,1760.0,75.0,18.0,4.0,0.0,5375.0
2014-06-19,,0.0,10.0,394.0,500.0,0.0,54.0,1.0,0.0,12.0,1.0,16.0,0.0,0.0,100.0,0.0,350.0,575.0,,11.0,95.0,6.0,16.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,3.0,1250.0,0.0,19.0,1.0,0.0,3583.0
2014-06-20,,400.0,9.0,170.0,200.0,0.0,59.0,3.0,1.0,20.0,2.0,41.0,0.0,0.0,100.0,0.0,350.0,500.0,,29.0,129.0,14.0,33.0,4.0,4.0,500.0,10.0,0.0,0.0,0.0,0.0,150.0,23.0,1450.0,0.0,44.0,2.0,0.0,4247.0
2014-06-21,,500.0,6.0,284.0,100.0,0.0,51.0,0.0,0.0,249.0,0.0,4.0,0.0,0.0,100.0,0.0,350.0,575.0,,4.0,81.0,6.0,8.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,7.0,1390.0,0.0,12.0,0.0,0.0,3954.0
2014-06-22,,400.0,5.0,150.0,0.0,0.0,56.0,2.0,1.0,0.0,1.0,19.0,0.0,0.0,100.0,0.0,300.0,550.0,,15.0,111.0,13.0,19.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,20.0,1450.0,0.0,0.0,1.0,0.0,4021.0
2014-06-23,,800.0,10.0,281.0,100.0,0.0,65.0,4.0,1.0,5.0,2.0,40.0,0.0,0.0,100.0,0.0,300.0,650.0,,36.0,231.0,18.0,14.0,8.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,500.0,35.0,1240.0,75.0,0.0,2.0,0.0,4624.0
2014-06-24,,1000.0,5.0,310.0,100.0,0.0,66.0,3.0,1.0,0.0,2.0,49.0,0.0,0.0,100.0,0.0,1150.0,650.0,,38.0,226.0,19.0,15.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,45.0,1240.0,75.0,5.0,2.0,350.0,6262.0
2014-06-25,,500.0,4.0,238.0,300.0,0.0,59.0,2.0,1.0,0.0,1.0,38.0,0.0,0.0,100.0,0.0,900.0,650.0,,22.0,211.0,20.0,4.0,8.0,6.0,200.0,0.0,0.0,0.0,0.0,0.0,700.0,52.0,1630.0,10.0,31.0,1.0,0.0,5688.0
2014-06-26,,750.0,8.0,317.0,300.0,0.0,116.0,4.0,2.0,0.0,3.0,80.0,50.0,0.0,100.0,0.0,800.0,650.0,,50.0,642.0,24.0,6.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,65.0,1865.0,0.0,14.0,3.0,400.0,6973.0
2014-06-27,,1000.0,3.0,248.0,70.0,0.0,187.0,5.0,2.0,0.0,3.0,89.0,0.0,0.0,100.0,0.0,350.0,150.0,,56.0,738.0,10.0,15.0,12.0,3.0,300.0,0.0,75.0,0.0,0.0,0.0,500.0,44.0,1850.0,75.0,7.0,3.0,95.0,5990.0
2014-06-28,,400.0,5.0,237.0,200.0,0.0,182.0,2.0,1.0,0.0,1.0,38.0,0.0,0.0,100.0,0.0,355.0,270.0,,27.0,655.0,15.0,27.0,7.0,6.0,300.0,0.0,0.0,0.0,0.0,0.0,800.0,52.0,1450.0,0.0,7.0,2.0,70.0,5209.0
2014-06-29,,750.0,11.0,211.0,200.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,450.0,150.0,,7.0,70.0,14.0,8.0,9.0,12.0,200.0,0.0,0.0,0.0,0.0,0.0,400.0,28.0,1895.0,0.0,105.0,0.0,0.0,4673.0
2014-06-30,,600.0,14.0,210.0,150.0,0.0,257.0,1.0,0.0,0.0,0.0,64.0,0.0,0.0,100.0,0.0,400.0,150.0,,7.0,79.0,10.0,12.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,13.0,1380.0,40.0,0.0,0.0,0.0,3908.0
2014-07-01,,1000.0,8.0,248.0,100.0,0.0,341.0,2.0,1.0,0.0,101.0,17.0,0.0,0.0,100.0,0.0,700.0,150.0,,43.0,98.0,7.0,22.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,10.0,1840.0,75.0,0.0,1.0,0.0,5374.0
2014-07-02,,750.0,8.0,243.0,0.0,0.0,342.0,1.0,0.0,0.0,20.0,9.0,0.0,0.0,100.0,0.0,600.0,150.0,,26.0,80.0,3.0,20.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,1.0,1695.0,40.0,14.0,1.0,0.0,4828.0
2014-07-03,,700.0,13.0,309.0,100.0,0.0,442.0,5.0,2.0,12.0,48.0,99.0,0.0,0.0,100.0,0.0,750.0,150.0,,230.0,238.0,53.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,40.0,2040.0,35.0,0.0,3.0,0.0,5882.0
2014-07-04,,900.0,7.0,316.0,400.0,0.0,299.0,5.0,2.0,0.0,48.0,107.0,0.0,0.0,100.0,0.0,800.0,150.0,,152.0,238.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,600.0,43.0,2110.0,75.0,0.0,4.0,100.0,6473.0
2014-07-05,,600.0,5.0,376.0,500.0,0.0,155.0,5.0,2.0,7.0,42.0,67.0,0.0,0.0,100.0,0.0,900.0,150.0,,42.0,465.0,10.0,17.0,9.0,5.0,0.0,20.0,0.0,80.0,0.0,0.0,800.0,54.0,2095.0,130.0,0.0,3.0,0.0,6639.0
2014-07-06,,0.0,10.0,291.0,0.0,0.0,63.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,300.0,150.0,,26.0,132.0,12.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,50.0,2070.0,40.0,0.0,1.0,0.0,3767.0
2014-07-07,,300.0,17.0,269.0,300.0,0.0,281.0,5.0,2.0,11.0,2.0,77.0,0.0,0.0,100.0,0.0,500.0,180.0,,167.0,211.0,6.0,38.0,7.0,12.0,400.0,0.0,0.0,0.0,0.0,0.0,800.0,40.0,2205.0,75.0,0.0,2.0,45.0,6052.0
2014-07-08,,450.0,15.0,289.0,200.0,0.0,75.0,6.0,2.0,0.0,3.0,73.0,36.0,0.0,100.0,0.0,400.0,150.0,,697.0,206.0,7.0,37.0,2.0,11.0,200.0,0.0,280.0,50.0,0.0,0.0,400.0,40.0,1985.0,60.0,35.0,2.0,0.0,5811.0
2014-07-09,,400.0,5.0,253.0,100.0,0.0,115.0,0.0,0.0,0.0,0.0,90.0,0.0,100.0,0.0,0.0,500.0,150.0,,486.0,434.0,2.0,9.0,2.0,6.0,150.0,0.0,225.0,0.0,0.0,0.0,1000.0,6.0,2365.0,75.0,0.0,2.0,0.0,6475.0
