0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
1830,"PRIMA PRODUCTS (P) LTD.,",0.45,Tirunelveli,Wind,24-Aug-2004
1831,JAICHANDER WIND FARMS PRIVATE LIMITED,0.50,Tirunelveli,Wind,24-Aug-2004
1832,Protectron Electomech (P) Ltd,0.23,palladam,Wind,25-Aug-2004
1833,"VISHNU KUMAR TRADERS (P) LTD.,",0.50,Tirunelveli,Wind,26-Aug-2004
1834,"SCP WIND FARMS (P) LTD.,",0.60,Tirunelveli,Wind,26-Aug-2004
1835,NISO WIND ENERGY PVT LTD,0.75,Udumalpet,Wind,27-Aug-2004
1836,"SRI RATHINAGIRI HOMETEX PVT.LTD.,",0.50,Tirunelveli,Wind,28-Aug-2004
1837,"MEHALA CARONA TEXTILES (P) LTD.,",0.50,Tirunelveli,Wind,28-Aug-2004
1838,"MEHALA CARONA TEXTILES (P) LTD.,",0.50,Tirunelveli,Wind,28-Aug-2004
1839,"MEHALA CARONA TEXTILES (P) LTD.,",0.50,Tirunelveli,Wind,28-Aug-2004
