0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
5930,"POWERICA LIMITED.,",1.65,Tirunelveli,Wind,2-Sep-2009
5931,"POWERICA LIMITED.,",1.65,Tirunelveli,Wind,2-Sep-2009
5932,"AADHAV GREEN POWER (P) LTD.,",0.60,Tirunelveli,Wind,3-Sep-2009
5933,SHRI VALLIMURUGAN SPINNERS PVT. LTD,0.60,palladam,Wind,3-Sep-2009
5934,SELVAM TRADERS(TEXTILES DIVISION),0.60,palladam,Wind,4-Sep-2009
5935,"AAA FACILITIES SOLUTIONS (P) LTD.,",0.75,Tirunelveli,Wind,5-Sep-2009
5936,"POWERICA LIMITED.,",1.65,Tirunelveli,Wind,8-Sep-2009
5937,CONCORDE TEXTILES,0.60,Tirunelveli,Wind,8-Sep-2009
5938,"POWERICA LIMITED.,",1.65,Tirunelveli,Wind,8-Sep-2009
5939,ARCHANA JEWEL CRAFT,0.25,palladam,Wind,8-Sep-2009
