0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
Beta Wind Farm Private Limited,1.25,Wind,Shimoga,Karnataka,29-Sep-2011,
Sree Minerals SND-100,2.10,Wind,Bellary,Karnataka,29-Sep-2011,
Sree Minerals SND-104,2.10,Wind,Bellary,Karnataka,29-Sep-2011,
KRBL Limited SND-103,2.10,Wind,Bellary,Karnataka,29-Sep-2011,
Rajastham Gum (P) Limited,2.10,Wind,Bellary,Karnataka,29-Sep-2011,
Ruchi Soya Industries Limited,3.00,Wind,Raichur,Karnataka,30-Sep-2011,
Rajastham Gum (P) Limited KAL-10,1.50,Wind,Koppal,Karnataka,30-Sep-2011,
Vish Wind Infrastrcture LLP,0.80,Wind,Gadag,Karnataka,30-Sep-2011,
Nuziveedu Seeds Limited,12.00,Wind,Chitradurga,Karnataka,30-Sep-2011,
The Campco Ltd,1.70,Wind,Belgaum,Karnataka,20-Oct-2011,
Tuppadahalli Energy India (P)Limited,14.85,Shimoga,Karnataka,22-Oct-2011,,
