0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
3680,Rohini Textile Industry P Ltd,0.23,Udumalpet,Wind,30-Mar-2006
3681,Sri Priyalaksmi Spinners (P) Ltd,0.35,Udumalpet,Wind,30-Mar-2006
3682,SRI MOOKAMBIGAI SPINNING MILLS,2.40,COIMBATORE(SOUTH),Wind,30-Mar-2006
3683,"P.V.K.WIND ENERGY (P) LTD.,",0.23,Tirunelveli,Wind,30-Mar-2006
3684,"MEFCO ENGINEERS (P) LTD.,",0.50,Tirunelveli,Wind,30-Mar-2006
3685,M/S Shri Mookambiga Spinning Mills Pvt Ltd,1.25,Tirunelveli,Wind,30-Mar-2006
3686,Tulip Green Power Pvt Ltd,1.25,Tirunelveli,Wind,30-Mar-2006
3687,"EMERALD JEWEL INDUSTRY INDIA LTD.,",1.25,Tirunelveli,Wind,30-Mar-2006
3688,"AADHAV GREEN POWER (P) LTD.,",0.35,Tirunelveli,Wind,30-Mar-2006
3689,P.S.K.ENGINEERING CONSTRUCTION & CO,0.35,Tirunelveli,Wind,30-Mar-2006
