0,1,2,3,4,5,6
S.No,Project Name,InstalledCapacity(MW),Type,Location,State,CommissioningDate
99,FRIENDS SALT WORKS & ALLIED INDUSTRIES(PROJECT 2) SITAMAU,6.00,Solar,,Madhya Pradesh,
100,ATUL SHARMA-III 2 MW SITAMAU,2.00,Solar,,Madhya Pradesh,
101,PEETHAMBARA GRANITES (P) LTD,2.00,Solar,,Madhya Pradesh,
102,BALAJI EDIBLES PVT LTD,1.00,Solar,,Madhya Pradesh,
103,CONVENIENT HOSPTITALS LTD.,1.00,Solar,,Madhya Pradesh,
104,P C PATEL INFRA PVT LTD,1.00,Solar,,Madhya Pradesh,
105,COMMERCIAL SYN BAGS LTD.,1.00,Solar,,Madhya Pradesh,
106,VIPPY SPIN PRO LTD. SITAMAU,1.00,Solar,,Madhya Pradesh,
107,VIPPY INDUSTRIES PVT LTD MANDSAUR,1.00,Solar,,Madhya Pradesh,
108,TODAY CLEAN ENERGY PVT LTD,20.00,Solar,,Madhya Pradesh,
109,"J K MINERALS,BERCHA",1.00,Solar,,Madhya Pradesh,
110,AMPL CLEANTECH PVT LTD (NARBHERAMVISHRAM 30 MW),30.00,Solar,,Madhya Pradesh,
111,VIPPY INDUTRIES LTD-II BERCHHA,1.00,Solar,,Madhya Pradesh,
112,LEE VEDLA EXPORTERS & IMPORTERS,0.63,Solar,,Madhya Pradesh,
113,SABOO INDUSTRIES_BERCHHA,1.00,Solar,,Madhya Pradesh,
114,AVENGERS SOLAR PVT LTD,12.00,Solar,,Madhya Pradesh,
115,MAKSON HEALTH CARE PVT LTD 1MW SITAMAU,1.00,Solar,,Madhya Pradesh,
116,TRBEX IMPEX PVT LTD (3 MW),3.00,Solar,,Madhya Pradesh,
117,D.P.RAI 0.5 MW BERCHHA,0.50,Solar,,Madhya Pradesh,
118,ATUL SHARMA-IV 1 MW,1.00,Solar,,Madhya Pradesh,
