0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
PTC India Financial Services Ltd(Phase-1),6.00,Wind,Davangere,Karnataka,31-Mar-2010,
Hira Ferro Alloys,1.50,Wind,Davangere,Karnataka,31-Mar-2010,
Sree Minerals,10.50,Wind,Davangere,Karnataka,31-Mar-2010,
Gautham Fright Pvt Ltd,2.10,Wind,Davangere,Karnataka,31-Mar-2010,
Deepak Cables (I) Pvt Ltd,0.80,Wind,Gadag,Karnataka,31-Mar-2010,
CLP Wind Farms (India) Pvt Ltd,2.40,Wind,Belgaum,Karnataka,31-Mar-2010,
Orient Abrasis Ltd,0.60,Wind,Gadag,Karnataka,31-Mar-2010,
Orient Steels and Industies Limited,0.60,Wind,Gadag,Karnataka,31-Mar-2010,
V.Dodappa,0.60,Wind,Gadag,Karnataka,31-Mar-2010,
Vishwa Vinayaka Minerals,0.60,Wind,Gadag,Karnataka,31-Mar-2010,
Three M Paper manufacturing Ltd,0.60,Wind,Gadag,Karnataka,31-Mar-2010,
