0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
3470,Gomuki Spinning Mills Pvt Ltd,0.45,palladam,Wind,17-Mar-2006
3471,Akilan Oil Industries,0.35,Udumalpet,Wind,18-Mar-2006
3472,The Madras Silks India Pvt Ltd,1.25,COIMBATORE(SOUTH),Wind,18-Mar-2006
3473,SCM Green Power Pvt Ltd,1.25,COIMBATORE(SOUTH),Wind,18-Mar-2006
3474,Swami Feeds P Ltd,0.35,Udumalpet,Wind,18-Mar-2006
3475,SRI JAYAVILAS SUBBARAJ SPINNING MILLS P,0.75,Tirunelveli,Wind,18-Mar-2006
3476,"Dr.SHANTHI BALASUBRAMANIAN.,",0.25,Tirunelveli,Wind,18-Mar-2006
3477,M/S KNS WIND POWER PVT LTD,0.25,Tirunelveli,Wind,18-Mar-2006
3478,SEYADU BEEDI COMPANY,0.50,Tirunelveli,Wind,18-Mar-2006
3479,"V.K.A.POLYMERS (P) LTD.,",1.25,Tirunelveli,Wind,18-Mar-2006
