0,1,2,3,4,5,6
S.NO,Name of Plant,InstalledCapacity(MW),Type,Location,State,Date ofCommissioning
,,,,,,
,BIO-MASS AND BIOGAS POWER PLANT,,,,,
S.NO,Name of Plant,InstalledCapacity(MW),Type,Location,State,Date ofCommissioning
1,"M/s . Nandha Energy Ltd,Palayaseevaram",18.00,Bio-Mass,Kanchipuram,Tamilnadu,31-Mar-1997
2,"M/s .Arashi Hi-Tec Bio Energy Ltd,Varaopatti Village",1.60,Bio-Mass,Coimbatore,Tamilnadu,21-Aug-2002
3,M/s. Ragu Rama Renewable EnergyLimited,18.00,Bio-Mass,Ramnad,Tamilnadu,26-Jun-1905
4,M/s. G.K Bio Energy Pvt Ltd,1.50,Bio-Mass,Namakkal,Tamilnadu,3-Mar-2005
5,"M/s.CMDA , Chennai",0.25,Bio-Mass,Namakkal,Tamilnadu,3-Mar-2005
6,"M/s.Auromira Bio Energy Ltd,Pudukottai",7.50,Bio-Mass,Pudukottai,Tamilnadu,4-Sep-2005
7,M/s. Subashree Bio-Energies Pvt Ltd,2.50,Bio-Mass,Namakkal,Tamilnadu,22-Mar-2006
8,M/s. Alten Power Pvt Limited,15.00,Bio-Mass,Namakkal,Tamilnadu,5-May-2006
9,"M/s. Parthyusha Power Gen, Pvt Ltd",10.00,Bio-Mass,Tirunelveli,Tamilnadu,5-May-2006
