0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
4820,AVR Swarna Mahal,0.60,Dindugal,Wind,3-Jul-2007
4821,DEV INTERNATIONAL,0.25,palladam,Wind,5-Jul-2007
4822,"SEP ENERGY (P) LTD.,",0.25,Tirunelveli,Wind,6-Jul-2007
4823,"KANNAPPAN IRON AND STEEL CO (P) LTD.,",0.75,Tirunelveli,Wind,7-Jul-2007
4824,"KANNAPPAN IRON AND STEEL CO (P) LTD.,",0.75,Tirunelveli,Wind,7-Jul-2007
4825,Lakshmi Machine Works Limited,1.65,Udumalpet,Wind,10-Jul-2007
4826,Chennai Petroleum Corporation Limited,5.60,Dindugal,Wind,10-Jul-2007
4827,"NAGAMMAL MILLS LTD.,",0.75,Tirunelveli,Wind,11-Jul-2007
4828,"SARAVANA POLYTHREADS (P) LTD.,",0.23,Tirunelveli,Wind,12-Jul-2007
4829,MUTHURAM POLYSPIN,0.45,Tirunelveli,Wind,12-Jul-2007
