0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
Hindustan Zinc Limited,3.00,Wind,Hassan,Karnataka,31-Mar-2011,
Hindustan Zinc Limited,1.50,Wind,Hassan,Karnataka,31-Mar-2011,
Hutti Gold Mines Company Ltd,2.10,Wind,Chitradurga,Karnataka,31-Mar-2011,
Protectron Electro mech (P) Limited,0.80,Wind,Gadag,Karnataka,14-Apr-2011,
Hindustan Zinc Limited,3.00,Wind,Hassan,Karnataka,21-May-2011,
Srinivas Hacheries K-505,1.50,Wind,Shimoga,Karnataka,26-May-2011,
Srinivas Hacheries K-521,1.50,Wind,Davangere,Karnataka,17-Jun-2011,
Orient Abrasives Limited KAL-14,1.50,Wind,Raichur,Karnataka,27-Jun-2011,
Sterling Agro Industries Limited,3.75,Wind,Shimoga,Karnataka,14-Jul-2011,
Khanna Industrial Pipes (P) Ltd,1.50,Wind,Shimoga,Karnataka,14-Jul-2011,
Tuppadahalli Energy India (P)Limited,24.75,Wind,Shimoga,Karnataka,29-Jul-2011,
