0,1,2,3,4,5,6
S.No,Name of Plant,InstalledCapacity(MW),Type,Location,State,Date of Commissioning
33,Mittal Machines Pvt Ltd,0.3,Solar,Manimajira,Chandigarh,19-May-17
34,Uneecops Technologies Ltd,0.3,Solar,Manimajira,Chandigarh,17-Jun-17
35,Uneecops Technologies Ltd,0.445,Solar,Sector -12,Chandigarh,22-Jun-17
36,Hero Future Energies,2,Solar,Sector -39,Chandigarh,27-Jul-17
37,Hero Future Energies,0.175,Solar,BBMB,Chandigarh,19-Jul-17
38,BNK Energy Alternatives PvtLtd,0.24,Solar,"Chandigarh, Sites",Chandigarh,22-May-16
39,KEC International Ltd,0.45,Solar,Sector -32,Chandigarh,9-Aug-17
40,Jakson Pvt Ltd,0.365,Solar,"Chandigarh, Sites",Chandigarh,24-Oct-17
41,Mittal Machines Pvt Ltd,0.56,Solar,"Chandigarh, Sites",Chandigarh,30-Oct-17
42,Jakson Pvt Ltd,0.54,Solar,"Chandigarh, Sites",Chandigarh,12-Apr-17
43,R.N. Jewels PvtLtd,1,Solar,Sector -26,Chandigarh,23-Feb-18
