0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
Cavery Coffee Traders,0.80,Wind,Chitradurga,Karnataka,31-Mar-2006,
Gemcraft,0.80,Wind,Chitradurga,Karnataka,31-Mar-2006,
"Madras Cements Ltd.,",4.80,Wind,Chitradurga,Karnataka,31-Mar-2006,
Lovely Fragrances,0.80,Wind,Chitradurga,Karnataka,31-Mar-2006,
"Ramco Industries Ltd.,",1.60,Wind,Chitradurga,Karnataka,31-Mar-2006,
"M K Agro tech Pvt LTd.,",1.60,Wind,Chitradurga,Karnataka,31-Mar-2006,
Sameer Ladkat,0.80,Wind,Chitradurga,Karnataka,31-Mar-2006,
Gautham Ladkat,0.80,Wind,Chitradurga,Karnataka,31-Mar-2006,
"Panama Infrastructer Pvt LTd.,",1.60,Wind,Chitradurga,Karnataka,31-Mar-2006,
Balasaheb M. Ladkat,1.60,Wind,Chitradurga,Karnataka,31-Mar-2006,
Panama Business Centre,1.60,Chitradurga,Karnataka,31-Mar-2006,,
