0,1,2,3,4,5,6
S. No.,Project Name,InstalledCapacity(MW),Type,Location(District),State,CommissionedDate
240,M/s Mytrah Engery (I) Ltd,50.00,Solar,Mahabubnagar,Telangana,28-Nov-2018
241,M/s Clean Solar Power (Chittradurga)Pvt Ltd (SPVM/s Hero Solar EnergyPrivate Limited),40.00,Solar,Medak,Telangana,30-Nov-2018
242,Bharat Dynamics Limited,5.00,Solar,Ranga Reddy,Telangana,17-Apr-2019
243,OBERON Power Corporation Pvt. Ltd.,5.00,Solar,Khammam,Telangana,8-Aug-2019
244,OBERON Power Corporation Pvt. Ltd.,5.00,Solar,Khammam,Telangana,8-Aug-2019
245,Enrich Energy Ltd.,,Solar,,Telangana,
246,M/s GEA BGR Energy System India Ltd,2.00,Solar,Mahabubnagar,Telangana,
247,Solar Roof top,141.84,Solar,,,
Total(MW),,3636.31,,,,
