0,1,2,3,4,5,6
S. No.,Name of Project,Installed Capacity(MW),Name of theDeveloper,Type,Location(District),Date ofCommissioning
479,Kohinoor PlanetConstructions Pvt.,12.00,Enercon,Wind,Jaisalmer,29-Mar-2010
480,Cepco Industries Pvt.Ltd.,6.40,Enercon,Wind,Jaisalmer,6-Mar-2010
481,Sankalp International,0.80,Enercon,Wind,Jaisalmer,31-Mar-2010
482,Agarwal Enterprises,0.80,Enercon,Wind,Jaisalmer,31-Mar-2010
483,Kandoi Eco Energy,0.80,Enercon,Wind,Jaisalmer,31-Mar-2010
484,Bothara AgroEquipments Pvt. Ltd.,0.80,Enercon,Wind,Jaisalmer,31-Mar-2010
485,Panama Business Centre,0.80,Enercon,Wind,Jaisalmer,31-Mar-2010
486,F.C. Properties &Developers Pvt. Ltd.,0.80,Enercon,Wind,Jaisalmer,31-Mar-2010
487,Pravin  Masalewale,0.80,Enercon,Wind,Jaisalmer,31-Mar-2010
488,Zenith Press Pvt. Ltd.,0.80,Enercon,Wind,Jaisalmer,31-Mar-2010
489,Nakoda Machinery Pvt.Ltd.,1.60,Enercon,Wind,Jaisalmer,31-Mar-2010
490,Ruchi Soya Industries Ltd,3.00,Suzlon,Wind,Jodhpur,8-Mar-2010
491,Gangadhar narsingdasAgarwal,4.20,Suzlon,Wind,Jodhpur,3/17/2010 &3/23/2010
492,Mirah Dekor Ld,3.00,Suzlon,Wind,Jodhpur,23-Mar-2010
493,VHCL Industries Ltd,2.10,Suzlon,Wind,Jodhpur,27-Mar-2010
