0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
7410,"Coromandel Agro Products and Oils Ltd,",0.60,Dindugal,Wind,25-Mar-2011
7411,Carbonaire Industries Pvt Ltd,0.60,Dindugal,Wind,25-Mar-2011
7412,"SREE KAILAII SPINNERS (P) LTD.,",0.23,Tirunelveli,Wind,26-Mar-2011
7413,ORBIT TEXTILE MILLS PRIVATE LIMITED,0.23,Tirunelveli,Wind,26-Mar-2011
7414,ORBIT TEXTILE MILLS PRIVATE LIMITED,0.23,Tirunelveli,Wind,26-Mar-2011
7415,ORBIT TEXTILE MILLS PRIVATE LIMITED,0.23,Tirunelveli,Wind,26-Mar-2011
7416S,I DHANALAKSHMI COTTON & RICE MILLS PVT L,D1.50,Tirunelveli,Wind,26-Mar-2011
7417,K.R.WIND ENERGY LLP,1.50,Tirunelveli,Wind,26-Mar-2011
7418,M/s.Premier Cotton Textiles,1.50,Theni,Wind,26-Mar-2011
7419,M/s.Premier Cotton Textiles,1.50,Theni,Wind,26-Mar-2011
