0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
8S9.1P0,NNALYAN ASSOCIATES WIND FORM CONSTRUC,ION.0.60,palladam,Wind,30-Mar-2013
8911,"R.G.S.GREEN POWER (P) LTD.,",0.75,Tirunelveli,Wind,31-Mar-2013
8912,RAJ HAIR INTERNATIONAL (P) LTD,0.25,Tirunelveli,Wind,31-Mar-2013
8913,POTHYS,1.50,palladam,Wind,31-Mar-2013
8914,"BETA WIND FARM (P) LTD.,",1.60,Tirunelveli,Wind,29-Apr-2013
8915,"BETA WIND FARM (P) LTD.,",1.60,Tirunelveli,Wind,29-Apr-2013
8916,"BETA WIND FARM (P) LTD.,",1.60,Tirunelveli,Wind,30-Apr-2013
8917,"BANSAL WIND MILLS (P) LTD.,",2.00,Tirunelveli,Wind,15-May-2013
8918,"ARASAN POWER (P) LTD.,",1.25,Tirunelveli,Wind,23-May-2013
8919,M/S Super Breeding Farm,0.60,Dindugal,Wind,24-May-2013
