0,1,2,3,4,5,6
List of Commissioned BIO-MASS POWER PROJECTS in Uttar Pradesh,,,,,,
S.NO,Name of Plant,InstalledCapacity (MW),Type,Location,State,Date of Commissioning
1,BalrampurChini Mills Ltd,44.65,Bio-mass,Balrampur,Uttar Pradesh,28-Aug-01
2,Simbhaoli Sugars Ltd,34.00,Bio-mass,Ghaziabad,Uttar Pradesh,4-Mar-02
3,DSM Sugars Sidhauli Road,19.00,Bio-mass,Baraeilly,Uttar Pradesh,29-Aug-02
4,Dwarikesh Sugar IndustriesLimited,17.00,Bio-mass,Bijnor,Uttar Pradesh,26-Sep-02
5,Triveni Engineering,22.00,Bio-mass,Saharanpur,Uttar Pradesh,29-Oct-03
6,Dalmia Bharat SugarsIndustries Ltd,27.00,Bio-mass,Sitapur,Uttar Pradesh,26-Jun-04
7,M/s. Dwarikesh SugarIndustries Ltd,36.00,Bio-mass,Faridpu,Uttar Pradesh,17-May-05
8,"ACMBC, Akbarpur ChiniMills",18.00,Bio-mass,Ambedkar Nagar,Uttar Pradesh,30-May-05
9,Tikaula Sugars Mills Ltd,16.00,Bio-mass,Muzaffarnagar,Uttar Pradesh,30-May-05
10,SBEC Bioenergy Ltd,20.00,Bio-mass,Baghpat,Uttar Pradesh,3-Jun-05
11,Bajaj Hindustan Ltd,23.00,Bio-mass,Bijnor,Uttar Pradesh,14-Jun-05
