0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
8810,"ECHANDA URJA (P) LTD.,",1.50,Tirunelveli,Wind,28-May-2012
8811,"ECHANDA URJA (P) LTD.,",1.50,Tirunelveli,Wind,28-May-2012
8812,"ECHANDA URJA (P) LTD.,",1.50,Tirunelveli,Wind,1-Jun-2012
8813,"LOYAL TEXTILE MILLS LTD.,",2.00,Tirunelveli,Wind,8-Jun-2012
8814,KASTURI AND SONS LIMITED,1.25,COIMBATORE(SOUTH),Wind,11-Jun-2012
8815,MARIS ASSOCIATES (P) LTD,1.25,COIMBATORE(SOUTH),Wind,11-Jun-2012
8816,"GLOBAL POLYBAGS INDUSTRIES (P) LTD.,",2.10,Tirunelveli,Wind,15-Jun-2012
8817,"ECHANDA URJA (P) LTD.,",1.50,Tirunelveli,Wind,15-Jun-2012
8818,"ECHANDA URJA (P) LTD.,",1.50,Tirunelveli,Wind,15-Jun-2012
8819,K.P.N Textile Mills Ltd.,0.85,palladam,Wind,15-Jun-2012
