0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
4510,Roopa Steam Calendering Works,0.25,palladam,Wind,23-Mar-2007
4511,Reliance Innoventures Ltd,0.23,Udumalpet,Wind,24-Mar-2007
4512,Reliance Innoventures Ltd,0.23,Udumalpet,Wind,24-Mar-2007
4513,Reliance Innoventures Ltd,0.23,Udumalpet,Wind,24-Mar-2007
4514,Reliance Innoventures Ltd,0.23,Udumalpet,Wind,24-Mar-2007
4515,Reliance Innoventures Ltd,0.23,Udumalpet,Wind,24-Mar-2007
4516,Reliance Innoventures Ltd,0.68,Udumalpet,Wind,24-Mar-2007
4517,"ANUGRAHA VALVE CASTINGS LTD.,",1.25,Tirunelveli,Wind,24-Mar-2007
4518,RAJALAKSHMI WIND ENERGY LTD,0.45,Tirunelveli,Wind,24-Mar-2007
4519,JATA AUTO ANCILLARYS,0.35,Tirunelveli,Wind,24-Mar-2007
