0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
3640,"PSG SPINNING MILLS (P) LTD.,",0.50,Tirunelveli,Wind,29-Mar-2006
3641,SAM TURBO INDUSTRY PRIVATE LIMITED,0.50,Tirunelveli,Wind,29-Mar-2006
3642,D.R.SPINNING MILL,0.85,Tirunelveli,Wind,29-Mar-2006
3643,SRI JAYAVILAS SUBBARAJ SPINNING MILLS P,0.25,Tirunelveli,Wind,29-Mar-2006
3644,SRE MEHALA SPINTEX,0.85,Tirunelveli,Wind,29-Mar-2006
3645,"SARAVANA POLYTHREADS (P) LTD.,",0.75,Tirunelveli,Wind,29-Mar-2006
3646,ARUSHI EXPORTS,0.75,Tirunelveli,Wind,29-Mar-2006
3647,RATHNA PAPER TRADES,0.80,Tirunelveli,Wind,29-Mar-2006
3648,TEXONIC,0.80,Tirunelveli,Wind,29-Mar-2006
3649,"KHIVRAJ MOTORS (P) LTD.,",0.80,Tirunelveli,Wind,29-Mar-2006
