0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
7460,"YASH METAL RESOURCES (P) LTD.,",0.60,Tirunelveli,Wind,28-Mar-2011
7461,Rajashree Spintex Pvt. Ltd.,0.85,palladam,Wind,28-Mar-2011
7462,Jayavarma Textiles Pvt. Ltd.,0.85,palladam,Wind,28-Mar-2011
7463,Ultramarine & Pigments Ltd.,0.85,palladam,Wind,28-Mar-2011
7464,Divya Spinning Mills Pvt. Ltdf.,0.85,palladam,Wind,28-Mar-2011
7465,ARTIKA COTTON MILLS,0.85,palladam,Wind,28-Mar-2011
7466,ARTIKA COTTON MILLS,0.85,palladam,Wind,28-Mar-2011
7467,Livia Polymer Bottles Pvt. Ltd.,0.85,palladam,Wind,28-Mar-2011
7468,Best Renewable Energy,0.60,Udumalpet,Wind,29-Mar-2011
7469,SUPER SALES INDIA LTD,0.85,COIMBATORE(SOUTH),Wind,29-Mar-2011
