0,1,2,3,4,5,6
Details of commissioned Solar Power Projects in Karnataka,,,,,,
S.No,Name of the Project,InstalledCapacity(MW),Type,Location(District),State,Date ofCommission
1,KPCL Belagavi,3.00,Solar,Belagavi,Karnataka,25-Dec-2009
2,KPCL Kolar,3.00,Solar,Kolar,Karnataka,27-Dec-2009
3,KPCL Raichur,3.00,Solar,Raichur,Karnataka,7-Feb-2012
4,KPCL Mandya,5.00,Solar,Mandya,Karnataka,25-Jun-2012
5,Jindal Aluminium Ltd,10.00,Solar,Chitradurga,Karnataka,5-Jun-2013
6,Welspun Solar Kannada Pvt Ltd,7.00,Solar,Chitradurga,Karnataka,9-Dec-2013
7,Welspun Solar Kannada Private Ltd.,10.00,solar,Chitradurga,Karnataka,11-Apr-2014
8,ESSEL Infrastructure Ltd.,5.00,Solar,Vijaypura,Karnataka,30-Jul-2014
9,ESSEL Infrastructure Ltd.,5.00,Solar,Vijaypura,Karnataka,30-Jul-2014
10,United Telecoms Limited,3.00,Solar,Kolar,Karnataka,28-Aug-2014
