0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
9410,"R.K.WIND FARMS (KARUR) PVT.LTD.,",2.10,Tirunelveli,Wind,19-Sep-2017
9411,M/S Superfil Products (P) Ltd,0.85,Dindugal,Wind,20-Sep-2017
9412,.S. GOVINDASWAMY NAIDU & SONS' CHARITIE,2.00,Tuticorin,Wind,22-Sep-2017
9413,SHANTHI FEEDS PVT.LTD,2.00,Tuticorin,Wind,22-Sep-2017
S9G4 1&4,ONS' CHARITIES METALLURGY AND FOUNDRY D,VISION2.00,Tuticorin,Wind,22-Sep-2017
9415,SCM GARMENTS PVT.LTD.,0.50,palladam,Wind,23-Sep-2017
9416,M/S Poongothai Textile Mills,0.85,Dindugal,Wind,25-Sep-2017
9417,M/S Micro Green Wind Energy Pvt Ltd,0.85,Dindugal,Wind,25-Sep-2017
9418,SHANTHI FEEDS PRIVATE LIMITED,2.10,Tirunelveli,Wind,28-Sep-2017
9419,"RATHNA PACKAGING INDIA (P) LTD.,",2.10,Tirunelveli,Wind,30-Sep-2017
