0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
4770,"MAPLE RENEWABLE POWER (P) LTD.,",0.85,Tirunelveli,Wind,4-May-2007
4771,"SREE JAGATHGURU TEXTILES MILLS (P) LTD.,",1.65,Tirunelveli,Wind,4-May-2007
4772,"SREE JAGATHGURU TEXTILES MILLS (P) LTD.,",1.65,Tirunelveli,Wind,4-May-2007
4773,"GAMMA GREEN POWER (P) LTD.,",0.95,Tirunelveli,Wind,8-May-2007
4774,Premier Spg & Wvg Mills Pvt. Ltd,0.80,Dindugal,Wind,9-May-2007
4775,Premier Spg & Wvg Mills Pvt. Ltd,0.80,Dindugal,Wind,9-May-2007
4776,CONCORDE TEXTILES,0.60,Tirunelveli,Wind,11-May-2007
4777,Premier Spg & Wvg Mills Pvt. Ltd,0.80,Dindugal,Wind,11-May-2007
4778,MEER LABBAI ALTAFUL RAHAMAN,0.25,palladam,Wind,16-May-2007
4779,Chennai Petroleum Corporation Limited,1.60,Dindugal,Wind,18-May-2007
