0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
1280,Skt Wind Energy (P) Ltd,0.23,Udumalpet,Wind,9-Jun-2003
1281,LAKSHMI WIND FARMS,0.75,Tirunelveli,Wind,19-Jun-2003
1282,JDRAJ ENERGY PVT. LIMITED,0.23,Tirunelveli,Wind,9-Jul-2003
1283,"SEYADU BEEDI CO.,",0.50,Tirunelveli,Wind,11-Aug-2003
1284,SELVAGANAPATHY TEXTILES,0.23,Tirunelveli,Wind,11-Aug-2003
1285,"MAHAVEER SAREE (P) LTD.,",0.23,Tirunelveli,Wind,11-Aug-2003
1286,"P.K.P.N.SPINNING MILLS (P) LTD.,",0.75,Tirunelveli,Wind,13-Aug-2003
1287,M/s.Chola Textiles Pvt Ltd,0.75,Tirunelveli,Wind,13-Aug-2003
1288,"ASIAN FABRICX (P) LTD.,",0.75,Tirunelveli,Wind,13-Aug-2003
1289,"R.K.WIND FARMS (KARUR) P LTD.,",0.75,Tirunelveli,Wind,13-Aug-2003
