0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
7880,Techno Electric and Engineering Co Ltd,1.50,palladam,Wind,10-Jun-2011
7881,TVH Energy Resource Pvt Ltd,1.50,palladam,Wind,11-Jun-2011
7882,TVH Energy Resource Pvt Ltd,1.50,palladam,Wind,11-Jun-2011
7883,TVH Energy Resource Pvt Ltd,1.50,palladam,Wind,11-Jun-2011
7884,TVH Energy Resource Pvt Ltd,1.50,palladam,Wind,11-Jun-2011
7885,TVH Energy Resource Pvt Ltd,1.50,palladam,Wind,11-Jun-2011
7886,SIMRAN WIND PROJECT LTD,2.10,Tirunelveli,Wind,13-Jun-2011
7887,SIMRAN WIND PROJECT LTD,1.50,Tirunelveli,Wind,13-Jun-2011
7888,Techno Electric and Engineering Co Ltd,1.50,palladam,Wind,13-Jun-2011
7889,Nupower Wind Farms Ltd,1.50,Udumalpet,Wind,14-Jun-2011
