0,1,2,3,4,5,6
List of commissined Wind projects in Madhya Pradesh,,,,,,
S.No,Project Name,InstalledCapacity(MW),Type,Location,State,CommissioningDate
1,M.P.WIND FARM NAGDA HILL,15.00,Wind,,Madhya Pradesh,
2,G.I. POWER CORPORATION LTD,5.98,Wind,,Madhya Pradesh,
3,DHAR AUTOMATIVE,0.23,Wind,,Madhya Pradesh,
4,SUZLON DEV. P.LTD.-I,13.75,Wind,,Madhya Pradesh,
5,SUZLON DEV. P. LTD.-II,1.80,Wind,,Madhya Pradesh,
6,"WIND WORLD (INDIA) LTD., NAGDA HILL",9.60,Wind,,Madhya Pradesh,
7,"ENERCON (I) LTD.-I RATEDI HILL,BAGLI",15.20,Wind,,Madhya Pradesh,
8,"ENERCON (I) LTD.II RATEDI HILL,BAGLI",15.20,Wind,,Madhya Pradesh,
9,D J ENERGY  & UTTAR URJA,170.00,Wind,,Madhya Pradesh,
10,INOX WIND INFRA BETUL,28.00,Wind,,Madhya Pradesh,
11,KUKRU WIND FARMS PVT LTD,46.00,Wind,,Madhya Pradesh,
12,SUZLON I SAILANA 14.4MW,14.40,Wind,,Madhya Pradesh,
13,SUZLON II SAILANA 15MW,15.00,Wind,,Madhya Pradesh,
14,SUZLON III SAILANA 14.1MW,14.10,Wind,,Madhya Pradesh,
15,NEPC India LTD. Chennai(M/s DBCorp.Bhopal),2.25,Wind,,Madhya Pradesh,
16,CHIRAYU  & BOX CORRUGATOR,0.45,Wind,,Madhya Pradesh,
17,SUZLON I RATLAM,14.40,Wind,,Madhya Pradesh,
