0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
7160,Sree Iswaya Textiles (P) Ltd,0.80,palladam,Wind,30-Sep-2010
7161,Ganesa Textile Mills,0.23,palladam,Wind,30-Sep-2010
7162,Orbit Textile Mills P Ltd,0.25,palladam,Wind,30-Sep-2010
7163,Orbit Textile Mills P Ltd,0.25,palladam,Wind,30-Sep-2010
7164,K.R.C Housing & Infrastructure Company,0.25,palladam,Wind,30-Sep-2010
7165,Orbit Textile Mills P Ltd,0.25,palladam,Wind,30-Sep-2010
7166,R.Arunachalam,0.25,palladam,Wind,30-Sep-2010
7167,Ganesa Textile Mills,0.23,palladam,Wind,30-Sep-2010
7168,Robin Babu,0.25,palladam,Wind,30-Sep-2010
7169,New Sri Vasavi & Co Jwellers,0.25,palladam,Wind,30-Sep-2010
