0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
Jayalaxmi  Exports and imports (P)Limited,0.80,Wind,Gadag,Karnataka,30-Jun-2014,
Prasad Windmiils (P) Limited,0.80,Wind,Gadag,Karnataka,30-Jun-2014,
Maris Power Supply,2.40,Wind,Gadag,Karnataka,24-Jul-2014,
Mytrah Vayu (Krishna) PrivateLimited,16.15,Wind,Vijayapura,Karnataka,26-Jul-2014,
Varuna Aurovilee,0.80,Wind,Gadag,Karnataka,21-Aug-2014,
RNS Power Limited,0.80,Wind,Gadag,Karnataka,21-Aug-2014,
Canara PCC Poles,0.80,Wind,Gadag,Karnataka,21-Aug-2014,
Greenergy Wind Corporation PrivateLimited,1.60,Wind,Gadag,Karnataka,11-Sep-2014,
Protectron Electro mech (P) Limited,1.60,Wind,Gadag,Karnataka,11-Sep-2014,
R.B.Seth Shreeram Narasingdas,0.80,Wind,Gadag,Karnataka,11-Sep-2014,
RNS Power Limited,0.80,Gadag,Karnataka,11-Sep-2014,,
