0,1,2,3,4,5,6
Sr. No.,Name of Project,InstalledCapacity,Type,location (District),state,Date ofcommmisioning
1255,RAJMOTI TECHNOCAST; RAJKOT,0.75,Wind,Dhudsiya (PEPL) S/SJamnagar,Gujarat,
1256,JAY METAL ALLOYS;JAMNAGAR,0.75,Wind,Dhudsiya (PEPL) S/SJamnagar,Gujarat,
1257,SHREE BHAVANI EXTRUSION;JAMNAGAR,0.75,Wind,Dhudsiya (PEPL) S/SJamnagar,Gujarat,
1258,PERFECT METACRAFT LLP;JAMNAGAR,0.75,Wind,Dhudsiya (PEPL) S/SJamnagar,Gujarat,
1259,BHAGWATI WOVEN PVT.LTD;AHMEDABAD,0.75,Wind,Dhudsiya (PEPL) S/SJamnagar,Gujarat,
1260,STAR OXOCHEM PVT.LTD.,1.50,Wind,Vejalpar (MALIYA)S/S,Gujarat,
1261,KINTECH SYNERGY PVT.LTD.,1.50,Wind,Vejalpar (MALIYA)S/S,Gujarat,
1262,SARLA PERFORMANCE FIBERS LTD.,3.00,Wind,Vejalpar (MALIYA)S/S,Gujarat,
1263,MADHU SILICA PVT.LTD.,1.50,Wind,Vejalpar (MALIYA)S/S,Gujarat,
1264,MADHU SILICA PVT.LTD.,1.50,Wind,Vejalpar (MALIYA)S/S,Gujarat,
1265,HINDUSTAN COTTON COMPANY.,1.50,Wind,Vejalpar (MALIYA)S/S,Gujarat,
1266,SATIDHAM INDUSTRIES PVT.LTD,1.50,Wind,Vejalpar (MALIYA)S/S,Gujarat,
1267,SARLA PERFORMANCE FIBERS LTD.,1.50,Wind,Vejalpar (MALIYA)S/S,Gujarat,
1268,K.P.L. INTERNATIONAL LTD.,1.50,Wind,Vejalpar (MALIYA)S/S,Gujarat,
1269,GIRIRAJ ENTERPRISES,10.50,Wind,Vejalpar (MALIYA)S/S,Gujarat,
1270,GIRIRAJ ENTERPRISES,12.00,Wind,Vejalpar (MALIYA)S/S,Gujarat,
