0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
5780,Jai Hind Wire Rod Mills Ltd.,1.25,palladam,Wind,1-Apr-2009
R5a7j8a1p,laiyam Spintext ( A Division of Rajapalayam Mill,Ltd.)0.80,palladam,Wind,1-Apr-2009
R5a7j8a2p,laiyam Spintext ( A Division of Rajapalayam Mill,Ltd.)1.60,palladam,Wind,1-Apr-2009
5783,"TULIP RENEWABLE POWERTECH (P) LTD.,",1.50,Tirunelveli,Wind,2-Apr-2009
5784,"TULIP RENEWABLE POWERTECH (P) LTD.,",1.50,Tirunelveli,Wind,2-Apr-2009
5785,"TULIP RENEWABLE POWERTECH (P) LTD.,",1.50,Tirunelveli,Wind,2-Apr-2009
5786,"SWAMI FEEDS (P) LTD.,",0.60,Tirunelveli,Wind,3-Apr-2009
5787,"CITRON ECO POWER (P) LTD.,",1.50,Tirunelveli,Wind,3-Apr-2009
5788,"CITRON ECO POWER (P) LTD.,",1.50,Tirunelveli,Wind,3-Apr-2009
5789,"CITRON ECO POWER (P) LTD.,",1.50,Tirunelveli,Wind,3-Apr-2009
