0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
1210,"SAHANA CLOTHING COMPANY (P) LTD.,",1.25,Tirunelveli,Wind,24-Mar-2003
1211,SHREE M.T.K.TEXTILES PRIVATE LIMITED,0.50,Tirunelveli,Wind,25-Mar-2003
1212,"RAMCO INDUSTRIES LTD.,",0.50,Tirunelveli,Wind,25-Mar-2003
1213,"P.K.P.WIND POWER PVT LTD.,",0.60,Tirunelveli,Wind,27-Mar-2003
1214,RAN GREEN ENERGY,0.60,Tirunelveli,Wind,27-Mar-2003
1215,"SAMBANDAM SPINNING MILLS LTD.,",0.60,Tirunelveli,Wind,27-Mar-2003
1216,K.RAMAKRISHNAN CLEAN ENERGY PVT.LTD.,0.50,palladam,Wind,27-Mar-2003
1217,VV GREEN POWER PVT.LTD.,0.50,palladam,Wind,27-Mar-2003
1218,The Metal Powder Company Ltd,0.50,Kanyakumari,Wind,28-Mar-2003
1219,"ARMSTRONG POWER (P) LTD.,",1.25,Tirunelveli,Wind,28-Mar-2003
