0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
4480,Eswar Rubber Products (P) Ltd,0.80,Dindugal,Wind,21-Mar-2007
4481,Premier Spg & Wvg Mills Pvt. Ltd,0.80,Dindugal,Wind,21-Mar-2007
4482,Dhandapani Steel (P) Ltd,0.80,Dindugal,Wind,21-Mar-2007
4483,Premier Spg & Wvg Mills Pvt. Ltd,0.80,Dindugal,Wind,21-Mar-2007
4484,Dhandapani Steel (P) Ltd,0.80,Dindugal,Wind,21-Mar-2007
4485,Ramjee Leathers & Supplies,0.80,Dindugal,Wind,21-Mar-2007
4486,"Krishnapoultry Tex Mill (India) Pvt. Ltd.,",0.35,Udumalpet,Wind,22-Mar-2007
4487,"Ultra Ready Mix Concrete Pvt Ltd,",0.35,Udumalpet,Wind,22-Mar-2007
4488,M/s.Krishna Poultry Farm India (P) Ltds,0.23,Udumalpet,Wind,22-Mar-2007
4489,"Mefco Engineers (P) Ltd.,",0.23,Udumalpet,Wind,22-Mar-2007
