0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
2970,"V.K.A.POLYMERS (P) LTD.,",1.25,Tirunelveli,Wind,15-Sep-2005
2971,M/S Nellayappar Wind Energy Pvt Ltd,0.50,Tirunelveli,Wind,15-Sep-2005
2972,SAMBANDAM SPINNING MILLS LTD,1.25,Tirunelveli,Wind,15-Sep-2005
2973,RAMCO INDUSTRIES LTD,1.25,Tirunelveli,Wind,15-Sep-2005
2974,RAMCO INDUSTRIES LTD,1.25,Tirunelveli,Wind,15-Sep-2005
2975,Velatal Wind Farms Pvt Ltd,1.25,palladam,Wind,15-Sep-2005
2976,P.DURAISAMY MAHARAJA RICE MILL P.LTD,0.35,palladam,Wind,15-Sep-2005
2977,BHOOPALAM RAMCHANDRA CHETTY & SONS,0.35,palladam,Wind,15-Sep-2005
2978,FREE LOOK FASHIONS,0.35,palladam,Wind,15-Sep-2005
2979,Martin Wind Farms P Ltd,1.25,palladam,Wind,16-Sep-2005
