0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
6200,SAKTHI MASALA (P) LTD,1.50,COIMBATORE(SOUTH),Wind,20-Mar-2010
6201,SAKTHI MASALA (P) LTD,1.50,COIMBATORE(SOUTH),Wind,20-Mar-2010
6202,SURIYA SPINNING MILLS,0.25,COIMBATORE(SOUTH),Wind,20-Mar-2010
6203,SUMMIT ONLINE TRADE SOLUTIONS PVT LTD,1.50,Tirunelveli,Wind,20-Mar-2010
6204,"K.RAMAKRISHNAN CLEAN ENERGY (P) LTD.,",1.50,Tirunelveli,Wind,20-Mar-2010
6205,SRI VENKATESWARA SPINNING MILLS,1.50,Tirunelveli,Wind,20-Mar-2010
6206,S.K.T.TEXTILES MILLS,1.50,Tirunelveli,Wind,20-Mar-2010
6207,"ZOLD UDP POWER (P) LTD.,",1.50,Tirunelveli,Wind,20-Mar-2010
6208,"NARASUS SARATHI ENTERPRIES (P) LTD.,",1.50,Tirunelveli,Wind,20-Mar-2010
6209,SPI POWER,1.50,Tirunelveli,Wind,20-Mar-2010
