0,1,2,3,4,5,6
11,Kanher HEP,4.00,SmallHydro,Satara,Maharashtra,18-08-91
12,Dhom HEP,2.00,SmallHydro,Satara,Maharashtra,31-03-92
13,Ujjani HEP,12.00,SmallHydro,Solapur,Maharashtra,02-05-94
14,Manikdoh HEP,6.00,SmallHydro,pune,Maharashtra,22-11-95
15,Dimbhe HEP,5.00,SmallHydro,pune,Maharashtra,17-10-98
16,Warana HPE,16.00,SmallHydro,sangali,Maharashtra,16-09-99
17,Dudhganga HEP,24.00,SmallHydro,kolhapur,Maharashtra,31-03-00
18,Vaitarna Dam FootHEP,2.50,SmallHydro,Nashik,Maharashtra,21-09-87
19,Yeldari HEP,22.50,SmallHydro,parbhani,Maharashtra,16-06-68
20,Paithan HEP,12.00,SmallHydro,Aurangabad,Maharashtra,01-11-48
21,Dolvahal,2.00,SmallHydro,Raigad,Maharashtra,21-12-07
22,Yeoteshwar,0.08,SmallHydro,Satara,Maharashtra,02-01-98
23,Karanjwan,3.00,SmallHydro,Nashik,Maharashtra,26-10-01
