0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
1660,MSR WIND FARM,0.50,Tirunelveli,Wind,31-Mar-2004
1661,"MUTHOOT FINCORP LTD.,",0.50,Tirunelveli,Wind,31-Mar-2004
1662,"NATESAN SYNCHROCONES (P) LTD.,",0.23,Tirunelveli,Wind,31-Mar-2004
1663,"NATESAN SYNCHROCONES (P) LTD.,",0.50,Tirunelveli,Wind,31-Mar-2004
1664,SEYADU SPINNING MILLS (A DIVISION OF SEY,0.23,Tirunelveli,Wind,31-Mar-2004
1665,"OPULENT VENTURES (P) LTD.,",0.50,Tirunelveli,Wind,31-Mar-2004
1666,"EVEREADY SPINNING MILLS (P) LTD.,",0.60,Tirunelveli,Wind,31-Mar-2004
1667,"SMP.TEXTILES MILLS (P) LTD.,",0.60,Tirunelveli,Wind,31-Mar-2004
1668,RAJALAKSHMI WIND ENERGY LTD,0.45,Tirunelveli,Wind,31-Mar-2004
1669,RAJALAKSHMI WIND ENERGY LTD,1.58,Tirunelveli,Wind,31-Mar-2004
