0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
Bhanwar Deep Copper Strpis (P) Ltd,0.23,Wind,Gadag,Karnataka,13-Aug-2008,
B.S.C.Textiles,0.23,Wind,Gadag,Karnataka,13-Aug-2008,
"Rachana Consrtuction Co.,",0.23,Wind,Gadag,Karnataka,13-Aug-2008,
Belgaum Wind Farms (P) Ltd,4.00,Wind,Gadag,Karnataka,23-Aug-2008,
Kummnix Minerals (P) Ltd,2.50,Wind,Hassan,Karnataka,4-Sep-2008,
Nuziveedu Seeds Ltd-HK-4 & HK-5,3.00,Wind,Chitradurga,Karnataka,9-Sep-2008,
Generacion Eolica India (P) Ltd,3.20,Wind,Gadag,Karnataka,11-Sep-2008,
BP Energy India (P) Limited,8.25,Wind,Chitradurga,Karnataka,20-Sep-2008,
Accion Wind Energy (P) Ltd-BWPPL,16.50,Wind,Davangere,Karnataka,29-Sep-2008,
Generacion Eolica India (P) Ltd,3.20,Wind,Gadag,Karnataka,29-Sep-2008,
Nuziveedu Seeds Ltd-HK-1& HK-6,3.00,Wind,Chitradurga,Karnataka,29-Sep-2008,
