0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
7450,Krishna Wind Power,0.25,palladam,Wind,27-Mar-2011
7451,Altrade Minerals Pvt Ltd,1.25,palladam,Wind,27-Mar-2011
7452,GMP Weaving Mills Private Ltd,1.25,palladam,Wind,27-Mar-2011
7453,"CITRON ECO POWER (P) LTD.,",0.85,Tirunelveli,Wind,28-Mar-2011
7454,"CITRON ECO POWER (P) LTD.,",0.85,Tirunelveli,Wind,28-Mar-2011
7455,SEYADU BEEDI COMPANY,0.85,Tirunelveli,Wind,28-Mar-2011
7456,"CITRON ECO POWER (P) LTD.,",0.85,Tirunelveli,Wind,28-Mar-2011
7457,"YASH METAL RESOURCES (P) LTD.,",0.60,Tirunelveli,Wind,28-Mar-2011
7458,"YASH METAL RESOURCES (P) LTD.,",0.60,Tirunelveli,Wind,28-Mar-2011
7459,"K.A.S.INDUSTRIES INDIA LTD.,",0.60,Tirunelveli,Wind,28-Mar-2011
