0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
3280,"THE RAMCO CEMENTS LIMITED,",1.65,Tirunelveli,Wind,31-Dec-2005
3281,THE RAMCO CEMENTS LIMITED,1.65,Tirunelveli,Wind,31-Dec-2005
3282,"K.P.R.MILL LTD.,",1.65,Tirunelveli,Wind,31-Dec-2005
3283,"K.P.R.MILL LTD.,",1.65,Tirunelveli,Wind,31-Dec-2005
3284,"ANUGRAHA FASION MILL (P) LTD.,",0.75,Tirunelveli,Wind,31-Dec-2005
3285,"SRI RAMANARAYAN MILLS LTD.,",0.75,Tirunelveli,Wind,31-Dec-2005
3286,"SRI RAMANARAYAN MILLS LTD.,",0.75,Tirunelveli,Wind,31-Dec-2005
3287,"SRI VENKATESA PROCESSORS LTD.,",0.75,Tirunelveli,Wind,31-Dec-2005
3288,"M/s.NELSUN PAPER MILL LTD.,",0.75,Tirunelveli,Wind,31-Dec-2005
3289,SUDARSANAM SPINNING MILLS,1.65,Tirunelveli,Wind,31-Dec-2005
