0,1,2,3,4,5,6
S.NO,Name of Plant,InstalledCapacity (MW),Type,Location(District),State,Date ofCommissioning
11,M/s. Cheenu Enterprises,2.00,Solar,Shenbagapudur,Tamilnadu,29-Jan-2014
12,M/s. SRG Apparels Private Ltd,1.00,Solar,Tirupur,Tamilnadu,6-Feb-2014
13,M/s. Sri Vinayaga Green Power Generation,5.00,Solar,Trichy Dist,Tamilnadu,21-Feb-2014
14,M/s. Apex Clothing Company  India Ltd,15.00,Solar,Trichy Dist,Tamilnadu,1-Mar-2014
15,M/s. BHEL Limited,5.00,Solar,Vellore,Tamilnadu,6-Mar-2014
16,M/s. Armstrong Spinning Mills Pvt Ltd,1.00,Solar,Lagampalayam,Tamilnadu,14-Mar-2014
17,M/s. Asian Solar Pvt Ltd,3.00,Solar,Karur Dist,Tamilnadu,19-Mar-2014
18,M/s. Asian Fabricx Pvt Ltd,1.50,Solar,Karur Dist,Tamilnadu,6-Mar-2014
19,M/s. Adhavan Solar Projects,3.00,Solar,Karur Dist,Tamilnadu,19-Mar-2014
20,M/s. Sulochana Cotton Mills Pvt Ltd,2.00,Solar,Tiruppur Dist,Tamilnadu,26-Mar-2014
21,M/s.Sri Ranganathar Industries Pvt Ltd,1.00,Solar,Coimbatore,Tamilnadu,27-Mar-2014
