0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
Rajasthan Gum Private Limited(TDPL),2.10,Wind,Gadag,Karnataka,16-Feb-2015,
Shree Ram Industires (TDPL),2.10,Wind,Gadag,Karnataka,16-Feb-2015,
M.Hanumantha Rao (TDPL),2.10,Wind,Gadag,Karnataka,16-Feb-2015,
Green Infra Wind Power GenerationLimited,1.60,Wind,Haveri,Karnataka,20-Feb-2015,
Green Infra Wind Power GenerationLimited,2.40,Wind,Haveri,Karnataka,3-Mar-2015,
Clean Wind Power (Manvi) PrivateLimited,44.00,Wind,Raichur,Karnataka,13-Mar-2015,
Clean Wind Power (Manvi) PrivateLimited,6.00,Wind,Raichur,Karnataka,28-Mar-2015,
M.Hanumantha Rao (TDPL),2.10,Wind,Gadag,Karnataka,31-Mar-2015,
Power Link System Private Limited,0.80,Wind,Dharwad,Karnataka,15-Jun-2015,
"Mysore Mercantile Company Ltd.,",6.00,Wind,Gadag,Karnataka,14-Aug-2015,
BEML Limited,9.00,Wind,Koppal,Karnataka,8-Sep-2015,
