0,1,2,3,4,5,6
Details of the Small Hydro power projects,,,,,,
S NO.,NAME OF PLANT,InstalledCAPACITY(MW),TYPE,Location(District),States,DATE OFCOMMISSION
1,KPCL,17.20,Hydro,Mandya,Karnataka,30-Jun-1940
2,KPCL,0.40,Hydro,Raichur,Karnataka,24-Jan-1990
3,KPCL,1.00,Hydro,Raichur,Karnataka,26-Nov-1992
4,Bhoruka Power Corporation Ltd.,18.00,Hydro,Koppal,Karnataka,29-Nov-1992
5,KPCL,4.50,Hydro,Shimoga,Karnataka,29-Mar-1993
6,KPCL,4.50,Hydro,Shimoga,Karnataka,02-Apr-1993
7,KPCL,9.00,Hydro,Koppal,Karnataka,31-Mar-1994
8,KPCL,0.35,Hydro,Raichur,Karnataka,24-Dec-1993
9,Bhoruka Power Corporation Ltd.,5.20,Hydro,Yadgir,Karnataka,18-Mar-1997
10,"Brindavan Hydro Power Pvt. Ltd(Formerly Dandeli Steel & FerroAlloys Ltd).,",1.50,Hydro,Shimoga,Karnataka,4-May-1997
