0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
2420,MAHARAJA SATHYAM INDUSTRIES PVT.LTD.,1.25,palladam,Wind,23-Mar-2005
2421,ARUCHI EXPORTS,0.25,palladam,Wind,23-Mar-2005
2422,SREE SARAVANA BALAJI TEXTILES P.LTD,0.25,palladam,Wind,23-Mar-2005
2423,"AMARJOTHI SPINNING MILLS LTD.,",1.65,Tirunelveli,Wind,24-Mar-2005
2424,CONCORDE AGENCIES,0.50,Tirunelveli,Wind,24-Mar-2005
2425,"KANAM LATEX INDUSTRIES (P) LTD.,",0.50,Tirunelveli,Wind,24-Mar-2005
2426,"KANAM LATEX INDUSTRIES (P) LTD.,",0.50,Tirunelveli,Wind,24-Mar-2005
2427,"K.RAMAKRISHNAN CLEAN ENERGY (P) LTD.,",1.25,Tirunelveli,Wind,24-Mar-2005
2428,"K.RAMAKRISHNAN CLEAN ENERGY (P) LTD.,",1.25,Tirunelveli,Wind,24-Mar-2005
2429,VINAYAKA ELECTRO ALLOYS (P) LTD,0.85,Tirunelveli,Wind,24-Mar-2005
