0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
8780,BETA WIND FARM PVT LTD,1.80,Tuticorin,Wind,9-Apr-2012
8781,BETA WIND FARM PVT LTD,1.80,Tuticorin,Wind,9-Apr-2012
8782,BETA WIND FARM PVT LTD,1.80,Tuticorin,Wind,9-Apr-2012
8783,BETA WIND FARM PVT LTD,1.80,Tuticorin,Wind,9-Apr-2012
8784,BETA WIND FARM PVT LTD,1.80,Tuticorin,Wind,9-Apr-2012
8785,BETA WIND FARM PVT LTD,1.80,Tuticorin,Wind,9-Apr-2012
8786,BETA WIND FARM PVT LTD,1.80,Tuticorin,Wind,10-Apr-2012
8787,"MADRAS HARD TOOLS (P) LTD.,",0.25,Tirunelveli,Wind,20-Apr-2012
8788,MIRRA & MIRRA INDUSTRIES,0.25,Tirunelveli,Wind,20-Apr-2012
8789,"M/s.VP GLOBAL FIBRE AND YARNS (P) LTD.,",0.60,Theni,Wind,26-Apr-2012
