0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
600,"PALLAVA SPINNING MILLS  PVT LTD.,",0.45,Tirunelveli,Wind,26-Mar-1996
601,SRINIVAS FINE ARTS,0.25,Tirunelveli,Wind,26-Mar-1996
602,Gama Green Power (P) Ltd,0.68,Udumalpet,Wind,27-Mar-1996
603,K. P Textile (Coimbatore) Pvt Ltd,0.23,Udumalpet,Wind,27-Mar-1996
604,Nalli Silk Sarees,0.50,Udumalpet,Wind,27-Mar-1996
605,CRI PUMPS PVT LTD,0.23,palladam,Wind,27-Mar-1996
606,HI-TECH ARAI PVT.LTD.,0.45,palladam,Wind,27-Mar-1996
607,Poysha Wind Farm,1.65,Udumalpet,Wind,28-Mar-1996
608,INDOWIND POWER PVT LTD,1.65,Udumalpet,Wind,28-Mar-1996
609,INDOWIND POWER PVT LTD,1.10,Udumalpet,Wind,28-Mar-1996
