0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
The Tata Power Company Ltd,4.00,Wind,Gadag,Karnataka,6-Dec-2008,
Belgaum Wind Farms (P) Ltd,4.00,Wind,Gadag,Karnataka,30-Dec-2008,
The Tata Power Company Ltd,4.00,Wind,Gadag,Karnataka,30-Dec-2008,
Belgaum Wind Farms (P) Ltd,3.20,Wind,Gadag,Karnataka,17-Jan-2009,
Belgaum Wind Farms (P) Ltd,3.20,Wind,Gadag,Karnataka,29-Jan-2009,
BP Energy India (P) Limited,3.30,Wind,Davangere,Karnataka,30-Jan-2009,
Simran Wind Power Project (P) Ltd,1.25,Wind,Chitradurga,Karnataka,4-Feb-2009,
BP Energy India (P) Limited,9.90,Wind,Davangere,Karnataka,5-Feb-2009,
Belgaum Wind Farms (P) Ltd,3.20,Wind,Gadag,Karnataka,9-Feb-2009,
BP Energy India (P) Limited,4.95,Wind,Davangere,Karnataka,10-Feb-2009,
Belgaum Wind Farms (P) Ltd,2.40,Gadag,Karnataka,17-Feb-2009,,
