0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
CEPCO Industries Pvt. Ltd.,3.00,Wind,Chitradurga,Karnataka,3-Aug-2001,
"Dee Dee Enterprises,",0.60,Wind,Chitradurga,Karnataka,3-Aug-2001,
Topaz Investments Pvt. Ltd( NowGhodawat Realty Private Limited),0.60,Wind,Chitradurga,Karnataka,3-Aug-2001,
CEPCO Industries Pvt. Ltd.,5.40,Wind,Chitradurga,Karnataka,30-Aug-2001,
"Enercon Windfarms (India) Ltd.,",4.20,Wind,Chitradurga,Karnataka,29-Sep-2001,
Lovely Fragrances,0.60,Wind,Chitradurga,Karnataka,17-Jan-2002,
J.N.Investments & Trading CompnayPvt. Ltd..,0.60,Wind,Chitradurga,Karnataka,17-Jan-2002,
Manipal Academy of HigherEducation,3.75,Wind,Chitradurga,Karnataka,6-Mar-2002,
Indo Wind Energy Ltd.,0.90,Wind,Chitradurga,Karnataka,11-Mar-2002,
Ghodawat Pan Masal Productrs(India) Pvt. Ltd.,3.60,Wind,Chitradurga,Karnataka,29-Mar-2002,
Sanjay D Ghodawat,0.60,Chitradurga,Karnataka,29-Mar-2002,,
