0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
3420,Sree Narasimha Textiles Pvt Ltd,1.65,Udumalpet,Wind,9-Mar-2006
3421,Gomuki Spinning Mills Pvt Ltd,0.23,palladam,Wind,9-Mar-2006
3422,D.V.Exports,0.80,palladam,Wind,9-Mar-2006
3423,AMMARUN FOUNDRIES,0.85,palladam,Wind,9-Mar-2006
3424,AMMARUN FOUNDRIES,0.85,palladam,Wind,9-Mar-2006
3425,Dattatreya Textiles Pvt Ltd,0.33,palladam,Wind,10-Mar-2006
3426,Dattatreya Textiles Pvt Ltd,0.33,palladam,Wind,10-Mar-2006
3427,Apex Roller Flour Mills P Ltd,0.33,palladam,Wind,10-Mar-2006
3428,Erode Sri Palani Murugan Spinning Mills P Ltd,0.25,palladam,Wind,10-Mar-2006
3429,"SCM GARMENTS,TIRUPUR",0.50,palladam,Wind,10-Mar-2006
