0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
7560,Sivaraj Spinning Mills (P) Ltd,0.85,Udumalpet,Wind,31-Mar-2011
7561,Sri Matha Spinning Mills (P) Ltd,0.85,Udumalpet,Wind,31-Mar-2011
7562,MR. ATHMAVALLINATHAN,0.23,Tuticorin,Wind,31-Mar-2011
7563,Devendran Coal International (P) Ltd,0.85,Udumalpet,Wind,31-Mar-2011
7564,Hablis Hotels,0.85,Udumalpet,Wind,31-Mar-2011
7565,Mrs.V.Priya,0.85,Udumalpet,Wind,31-Mar-2011
7566,Sivaraj Spinning Mills (P) Ltd,0.85,Udumalpet,Wind,31-Mar-2011
7567,Karmen Engineering Services LLP,0.85,Udumalpet,Wind,31-Mar-2011
7568,VELATHAL SPINNING MILLS,0.45,COIMBATORE(SOUTH),Wind,31-Mar-2011
7569,Super Sales India Ltd,0.50,COIMBATORE(SOUTH),Wind,31-Mar-2011
