0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
"Nuziveedu Seeds Ltd.,",1.25,Wind,Gadag,Karnataka,30-Sep-2006,
Revathi Raju,1.25,Wind,Gadag,Karnataka,30-Sep-2006,
"Bhagyanagar India Ltd.,",2.50,Wind,Gadag,Karnataka,30-Sep-2006,
"Bhagyanagar India Ltd.,",2.50,Wind,Gadag,Karnataka,30-Sep-2006,
Bharat Electronics Ltd,2.50,Wind,Davangere,Karnataka,30-Sep-2006,
Pragathi Aroma Oil Distillers (P) Ltd,1.20,Wind,Davangere,Karnataka,30-Sep-2006,
Sanjay D Ghodawat,4.20,Wind,Davangere,Karnataka,30-Sep-2006,
"Enercon WindFarms (Hindustan)(P) Ltd.,JNI",3.20,Wind,Chitradurga,Karnataka,26-Oct-2006,
"Enercon WindFarms (Hindustan)(P) Ltd.,JNI",4.00,Wind,Chitradurga,Karnataka,26-Oct-2006,
"Enercon Wiind Farms (Hindustan)(P) Ltd., - JNI",16.80,Wind,Chitradurga,Karnataka,28-Dec-2006,
Prasad Global Solutions,0.80,Gadag,Karnataka,29-Dec-2006,,
