0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
6870,Poomex Clothing Company,0.60,palladam,Wind,16-Sep-2010
6871,Veejay Sales & Services Limited,0.80,Dindugal,Wind,16-Sep-2010
6872,VXL Systems,0.80,Dindugal,Wind,16-Sep-2010
6873,"M/s. Powerica Limited,",1.65,Theni,Wind,17-Sep-2010
6874,"Mr. K.R.Nagarajan,",0.85,Theni,Wind,17-Sep-2010
6875,"M/s. Ever Mellow Energy ( India ) Pvt. Ltd,",0.85,Theni,Wind,17-Sep-2010
6876,Pallavaa Textile Pvt Ltd,1.65,Udumalpet,Wind,20-Sep-2010
6877,T.V.H.ENERGY RESOURCE (P) LTD,1.50,Tirunelveli,Wind,20-Sep-2010
6878S,I DHANALAKSHMI COTTON & RICE MILLS PVT L,D1.50,Tirunelveli,Wind,20-Sep-2010
6879,M/S.ARN GREEN POWER LLP,0.23,Tirunelveli,Wind,20-Sep-2010
