0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
6510,Gautam Jewellery,0.25,palladam,Wind,31-Mar-2010
6511,Suryodhyayaa Processing (P) Ltd,0.25,palladam,Wind,31-Mar-2010
6512,Suryodhyayaa Processing (P) Ltd,0.25,palladam,Wind,31-Mar-2010
6513,DAR Paradise Retail Division,0.23,palladam,Wind,31-Mar-2010
6514,Pariyur Amman Logistics,0.23,palladam,Wind,31-Mar-2010
6515,Key Vee Airjets,0.23,palladam,Wind,31-Mar-2010
6516,Saravana Polythreads (P) Ltd,0.23,palladam,Wind,31-Mar-2010
6517,Saravana Polythreads (P) Ltd,0.23,palladam,Wind,31-Mar-2010
6518,Ganesa Textile Mills,0.45,palladam,Wind,31-Mar-2010
6519,Ganesa Textile Mills,0.23,palladam,Wind,31-Mar-2010
