0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
"Dinesh Prouches Ltd.,",0.80,Wind,Chitradurga,Karnataka,29-Mar-2006,
Desai Brotehrs,0.80,Wind,Chitradurga,Karnataka,29-Mar-2006,
R K Marbles,0.80,Wind,Chitradurga,Karnataka,29-Mar-2006,
Ramco,0.33,Wind,Chitradurga,Karnataka,29-Mar-2006,
"Ghodawat  Industires (P) Ltd.,",5.60,Wind,Chitradurga,Karnataka,29-Mar-2006,
"India Power Corporation Ltd.,",3.20,Wind,Chitradurga,Karnataka,31-Mar-2006,
D R Container Terminal,1.60,Wind,Chitradurga,Karnataka,31-Mar-2006,
Prasad Technology Park,1.60,Wind,Chitradurga,Karnataka,31-Mar-2006,
"Unnathi Project Ltd.,",0.80,Wind,Chitradurga,Karnataka,31-Mar-2006,
"Mumbai Stcok Brokers Pvt LTd.,",0.80,Wind,Chitradurga,Karnataka,31-Mar-2006,
"Siddganga Oil Extraction Ltd.,",1.60,Chitradurga,Karnataka,31-Mar-2006,,
