0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
6610,"SPERO PROPERTY MANAGEMENT.,",0.25,Tirunelveli,Wind,8-Apr-2010
6611,SHREE MOTHER CAPFIN & SECURITIES (P) LTD,0.25,Tirunelveli,Wind,8-Apr-2010
6612,SHREE MOTHER CAPFIN & SECURITIES (P) LTD,0.25,Tirunelveli,Wind,12-Apr-2010
6613,SNQS Internationals,0.60,palladam,Wind,15-Apr-2010
6614,LAKSHMI ELECTRICAL CONTROL SYSTEMS,0.85,palladam,Wind,17-Apr-2010
6615,VEDHA SPINNING MILLS PVT.LTD,0.85,palladam,Wind,17-Apr-2010
6616,SIVARAJ SPINNING MILLS PVT.LTD.,0.85,palladam,Wind,17-Apr-2010
6617,Bannari Amman Spinning Mills Ltd,1.65,Udumalpet,Wind,21-Apr-2010
6618,Shiva Texyarn Ltd,1.65,Udumalpet,Wind,21-Apr-2010
6619,"CAPE ENERGY (P) LTD.,",0.25,Tirunelveli,Wind,23-Apr-2010
