0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
2220,SRI SHANMUGA POLYMERS PVT.LTD,0.45,Tirunelveli,Wind,9-Feb-2005
2221,"SHRI DHANALAKSHMI SPINTEX (P) LTD.,",0.23,Tirunelveli,Wind,9-Feb-2005
2222,"SEYAD COTTON MILLS LTD.,",0.50,Tirunelveli,Wind,9-Feb-2005
2223,"SARASWATHI WIND ENERGY (P) LTD.,",0.50,Tirunelveli,Wind,9-Feb-2005
2224,Sri Kannapiran Mills Ltd,1.65,Udumalpet,Wind,10-Feb-2005
2225,Premier Cotton Textiles,1.65,Udumalpet,Wind,10-Feb-2005
2226,Premier Cotton Textiles,1.65,Udumalpet,Wind,10-Feb-2005
2227,Shri Dhanalakshmi Spinntex (p) Ltd,0.45,Kanyakumari,Wind,10-Feb-2005
2228,"BANNARI AMMAN SUGARS LTD.,",1.25,Tirunelveli,Wind,10-Feb-2005
2229,"BIO TECH VISION CARE (P) LTD.,",0.23,Tirunelveli,Wind,10-Feb-2005
