0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
3790,K.R.WIND ENERGY LLP,0.50,Tirunelveli,Wind,31-Mar-2006
3791,PANALAL RAMKUMAR AND SONS,0.50,Tirunelveli,Wind,31-Mar-2006
3792,"DHANLAXMI VIDYUT (P) LTD.,",0.25,Tirunelveli,Wind,31-Mar-2006
3793,"CREAMLINE DAIRY PRODUCTS LTD.,",1.25,Tirunelveli,Wind,31-Mar-2006
3794,"CLARION WIND FARM (P) LTD.,",1.25,Tirunelveli,Wind,31-Mar-2006
3795,"CENTURY FLOUR MILLS LTD.,",0.50,Tirunelveli,Wind,31-Mar-2006
3796,ANBU BLUE METAL,0.25,Tirunelveli,Wind,31-Mar-2006
3797,SRI JAYAVILAS SUBBARAJ SPINNING MILLS P,0.25,Tirunelveli,Wind,31-Mar-2006
3798,SRI JAYAVILAS SUBBARAJ SPINNING MILLS P,0.25,Tirunelveli,Wind,31-Mar-2006
3799,"OPULENT VENTURES (P) LTD.,",0.25,Tirunelveli,Wind,31-Mar-2006
