0,1,2,3,4,5,6
S.NO,NAME OF PLANT,INSTALLEDCAPACITY(MW),TYPE,LOCATION,STATE,DATE OFCOMMISSIONING
18,"JSSK Energy, Bhagsar, Distt. Mukatsar",1.00,Solar,mukatsar,Punjab,6-Aug-2015
19,"Magnificent Power private Limited,Jhunir/Mansa",1.00,Solar,mansa,Punjab,23-Mar-2016
20,"Mihit Solar Power Pvt. Ltd., Jhandekalan /Mansa",24.00,Solar,Mansa,Punjab,28-Feb-2016
21,"Mihit Solar Power Pvt. Ltd., Khera Khurd, Mansa",25.00,Solar,"khurd, mansa",Punjab,1-Feb-2016
22,"Mihit Solar Power Pvt. Ltd., Man Khera, Mansa",25.00,Solar,"khera, mansa",Punjab,3-Feb-2016
23,"Mokia Green Energy Pvt. Ltd., Boha , Mansa",4.00,Solar,Mansa,Punjab,21-Apr-2015
24,"Nextgen Solux Power Privatelimited,Jhunir/Mansa",1.00,Solar,mansa,Punjab,24-Mar-2016
25,"Punj Lloyd Infrastructure Ltd. Hakamwala, MansaNowVector Green Sunshine Pvt Ltd",20.00,Solar,"hakamwala, mansanowvector greensunshine pvt ltd",Punjab,28-Jan-2016
26,Purshotam industries Ltd. Bazak/Bathinda,3.00,Solar,bazak/bathinda,Punjab,16-Mar-2016
27,"RSSB Educational & Environment Society, Beas(Roof top)",12.00,Solar,,Punjab,8-Dec-2015
28,SECI,30.00,Solar,,Punjab,1-Jan-2016
29,"Solaire Power Pvt. Ltd.,  Usmankhada, Distt.Fazilka",24.00,Solar,Fazilka,Punjab,18-Feb-2016
30,"T R Energy & Agro Pvt. Ltd. , Jandwala MiraSangla, Distt. Fazilka",2.00,Solar,Fazilka,Punjab,16-Mar-2015
31,T R Energy & Agro Pvt. Ltd. Pathrala /Bhatinda,1.00,Solar,Bhatinda,Punjab,4-Feb-2016
32,"VIVAAN Solar Private Ltd.,Bazak/Bathinda",2.00,Solar,bathinda,Punjab,20-Mar-2016
33,"Welspun Solar Punjab Pvt. Ltd. Teona Pujarian,Distt. Bathinda.",4.00,Solar,Bathinda.,Punjab,19-Jan-2016
34,"Abundant Energy Pvt. Ltd., Vill. Chhinna BidhiChand Tarntaran.",1.00,Solar,Tarntaran.,Punjab,24-Aug-2016
35,"Acme solar Rooftop Systems Pvt. Ltd.,KhialiChahilanwali, Teh. Jhunir, Distt. Mansa",15.00,Solar,Mansa,Punjab,30-Apr-2016
