0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
Devchand Ramsaran,0.80,Wind,Chitradurga,Karnataka,31-Mar-2006,
Mineral Enterprises Ltd,4.00,Wind,Chitradurga,Karnataka,31-Mar-2006,
Mineral Enterprises Ltd,5.60,Wind,Chitradurga,Karnataka,31-Mar-2006,
Elpro  Instruments,0.80,Wind,Chitradurga,Karnataka,31-Mar-2006,
Steelfabs Oversees,0.80,Wind,Chitradurga,Karnataka,31-Mar-2006,
Gemcraft,0.80,Wind,Chitradurga,Karnataka,31-Mar-2006,
"Enercon wind farms (Chitradurga)Pvt Ltd.,",4.00,Wind,Chitradurga,Karnataka,31-Mar-2006,
Bellary Iron Ores Pvt Ltd,4.20,Wind,Davangere,Karnataka,31-Mar-2006,
Bellary Iron Ores Pvt Ltd,0.50,Wind,Davangere,Karnataka,31-Mar-2006,
VS Lad & Sons,1.20,Wind,Davangere,Karnataka,31-Mar-2006,
Y.Mahabaleswarappa &Sons,1.20,Davangere,Karnataka,31-Mar-2006,,
