0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
3410,Maple Renewable Power P Ltd,0.33,palladam,Wind,8-Mar-2006
3411,Nandhi Spinning Mills Pvt Ltd,0.25,palladam,Wind,8-Mar-2006
3412,Iris Ecopower Venture P Ltd,0.25,palladam,Wind,8-Mar-2006
3413,K.C.Wind Energies,0.23,palladam,Wind,8-Mar-2006
3414,Sree Jagathguru Textiles Mills Pvt Ltd,0.23,palladam,Wind,8-Mar-2006
3415,Sree Jagathguru Textiles Mills Pvt Ltd,0.23,palladam,Wind,8-Mar-2006
3416,SENTHILVEL WINDS FARMS,0.25,palladam,Wind,8-Mar-2006
3417,Sastikumar Farms And Foods Pvt Ltd,1.65,Udumalpet,Wind,9-Mar-2006
3418,Premier Cotton Textiles,1.65,Udumalpet,Wind,9-Mar-2006
3419,Premier Mills Pvt Ltd,1.65,Udumalpet,Wind,9-Mar-2006
