0,1,2,3,4,5,6
S.NO,Name of Plant,InstalledCapacity(MW),Type,Location (District),State,Date of Commissioning
24,Sri Jayalakshmi Power CorporationLtd,4.00,Small Hydro,Guntur,Andhra Pradesh,19-Jan-2000
25,M/s. NCL Energy Limited,2.50,Small Hydro,Kunool,Andhra Pradesh,27-Feb-2000
26,M/s. NCL Energy Limited,2.50,Small Hydro,Kunool,Andhra Pradesh,28-Sep-2000
27,M/s. NCL Energy Limited,2.50,Small Hydro,Kunool,Andhra Pradesh,17-Nov-2000
28,M/s. Manihamsa Power Projects PvtLtd,3.00,Small Hydro,East,Andhra Pradesh,9-Feb-2001
29,M/s. Akahay Profiles,0.50,Small Hydro,Guntur,Andhra Pradesh,17-Jan-2000
30,M/s. Akahay Profiles,0.50,Small Hydro,Guntur,Andhra Pradesh,13-Jul-2000
31,M/s. PMC Power Pvt Ltd,0.65,Small Hydro,Guntur,Andhra Pradesh,11-Sep-2000
32,M/s. KM Pvt Ltd,4.00,Small Hydro,Kunool,Andhra Pradesh,17-May-2001
33,M/s. KM Power Pvt Ltd,3.30,Small Hydro,Kunool,Andhra Pradesh,6-Feb-2002
34,M/s. KM Power Pvt Ltd,2.00,Small Hydro,Kunool,Andhra Pradesh,7-Nov-2002
35,M/s. KM Power Pvt Ltd,2.00,Small Hydro,Kunool,Andhra Pradesh,21-Nov-2003
36,M/s. Bhavani Hydro Power Projects,0.55,Small Hydro,Guntur,Andhra Pradesh,17-Nov-2004
